10948,1700851
10948,1119046
10948,1615256
10948,67628
10948,12824
10948,15814
10948,1700852
11229,55117
15121,1744
15121,1289037
562,1090
10163,57090
48862,11151
117036,1006852
47199,12952
11159,65452
9591,31
30500,59649
41843,54441
41843,1389548
55058,46946
10938,67570
11412,16938
10586,2042
42314,1158
27845,884
108365,54448
23223,9200
49471,5281
38153,16566
25147,172
25147,1464119
9716,1243
9716,1459591
9716,1561591
9716,1661542
9716,1661544
43777,78997
454,6201
10218,11694
10218,1537703
819,8246
38191,12114
56830,324
11238,56852
11238,1719773
27256,11118
27256,32919
31530,30165
31530,1111814
66473,18738
28120,64114
1834,64114
26282,2891
26282,2765
37218,117083
252,3451
116356,71938
16372,25630
11561,1243
11302,1243
623,8929
623,1394104
583,10707
583,8940
12614,1927
21711,12964
11575,1927
475,6448
475,46608
475,1391094
11331,14520
521,2636
521,76160
21202,123827
88,716
500,138
500,58809
500,1515865
792,1152
792,1434225
792,135538
792,1304735
792,86332
792,202100
8491,16544
402,10491
402,1339468
10537,1152
10537,1434225
11386,17016
9504,15890
9504,578324
9504,958273
9504,1561591
15764,6349
601,488
67365,1096170
25842,78053
2119,893
744,893
744,1342644
136311,144130
221,2765
702,2746
702,85426
702,1570441
25750,56746
17642,928583
427043,939320
146341,1124024
9305,57226
9305,57227
37616,47005
37616,1400540
11112,18281
21612,39104
141210,1114467
102461,229263
36998,107490
200383,22558
116844,1086972
116844,1538256
1630,3974
26626,53345
124837,89814
124837,621628
11816,21958
11816,559913
11843,1927
11843,21785
11843,1897345
10379,16672
2756,2710
2756,70250
2756,1395290
790,11770
790,71760
1103,11770
11298,4600
4480,20718
4481,20718
49688,259792
10765,34611
762,280
762,10707
44497,1115333
44497,1388631
85588,932368
278621,1415878
278621,1415888
99479,109635
55049,121585
124829,1080611
356054,159767
10548,65608
531,7314
104931,3776
4483,38494
18919,83784
31556,40199
31556,81930
26167,40199
26174,40199
61461,12329
61461,1567999
61461,1121478
61461,1568000
61461,1568001
61461,128238
117500,70854
218713,82389
217802,89914
127973,30008
659,10249
30892,21377
86369,933201
8074,3776
8074,1902548
8074,25059
124676,1038016
38554,1201
49763,54839
49763,1457830
41326,22020
41326,929918
41326,929919
41326,929920
36555,82442
10608,504
10608,1408365
11216,65314
11216,1349187
7452,30309
64567,21175
892,2419
892,13680
892,1043298
1600,1126
1600,1599531
26561,10723
975,240
975,1317887
975,1457185
18129,3224
54405,36804
150823,31155
409,2239
38251,55916
10161,53334
10161,63356
1412,1884
41768,102445
10409,6201
14285,18533
2469,309
10174,50949
10174,64073
31225,107831
510,3974
510,33486
510,1544289
11455,69500
1891,12401
1891,10930
1891,1213681
1891,1575391
2493,3026
2493,1410199
85,488
68,280
68,1406986
679,2710
429,4385
429,1542052
13446,8966
389,39996
389,1437471
389,1076666
947,12238
947,36118
947,1326089
947,1560753
947,1650687
185,240
595,8482
595,18376
595,1561044
595,113985
28,1776
28,8346
28,511
28,1625347
335,4385
1892,19800
144,2303
1092,15378
769,1032
769,18127
769,1701297
769,7531
348,578
766,7623
175,59
11645,5026
11645,1465042
11645,18598
11645,78107
11645,1021564
11645,72509
10835,11401
539,2636
539,6935
539,1185253
525,4610
525,55226
240,1776
240,1427699
240,70250
240,1625347
240,1359894
240,1630221
240,1518593
600,240
600,12785
600,183617
530,7314
10705,11181
279,3974
279,4006
279,91160
3109,8500
311,4385
1578,1032
1578,8887
1578,112526
1578,1050155
1578,1219553
1578,1223861
703,1243
703,10546
703,10446
703,1459591
9549,648
9549,1487530
1398,8452
1398,591945
1398,8471
1398,1584743
387,5231
387,1339073
9277,9577
9277,17916
9277,1233646
9277,1558602
343,4964
37291,91343
490,6648
11235,68687
218,2710
218,2710
763,108
9665,9181
9665,1458054
9665,1458056
18971,372
696,1243
379,1223
379,119665
379,587969
207,2690
37247,5342
1480,40
1480,1622157
1480,67349
1480,1455432
1480,1455417
9322,59
826,12238
422,4415
829,3556
828,1744
3090,6593
3090,1570441
3090,1543598
9964,108
3063,30008
13667,87565
13667,101449
694,240
235,3026
832,68
765,7623
5925,14520
5925,46608
5925,1427699
11778,12114
11778,1342644
4485,37451
4485,564343
137,1524
137,18274
137,1630221
137,1409284
137,52991
33,190
33,347
33,84220
33,114512
33,957353
33,1457898
982,13776
8428,55790
212,2662
212,1529473
105,24
105,5163
1633,18250
11202,8928
11202,13265
11202,69000
11202,1342501
1554,4429
149,185
8009,52968
8009,1640410
903,12955
903,13859
11673,25950
3034,14639
3034,30383
3034,1442518
3034,1559471
339,4429
10404,607
914,13848
914,1041524
756,5691
756,5690
756,11427
756,11428
756,11429
756,11430
756,11431
756,11432
756,11434
756,11426
756,226599
756,5446
288,4065
288,1598156
910,11435
2640,7145
16633,16187
16633,1712326
665,10001
665,940777
11031,3026
11314,68993
15143,26502
15143,1344278
89,488
89,61523
10322,4964
783,4786
783,1575391
10644,648
11257,54441
14370,63713
12104,9168
625,8965
8816,5306
830,12300
2323,23968
2323,35664
2323,1614186
2323,1086439
2323,1416072
983,6593
642,9577
655,2303
655,9888
655,1404911
10341,2303
639,3026
266022,92436
168450,227875
30180,105802
31388,110834
41801,135163
66034,34721
348138,186758
96288,116799
61536,144256
18762,83555
18762,1725255
8077,7467
8077,1398136
814,4610
41671,52194
27214,2087
52263,1673596
33519,110834
16235,35256
11449,13859
41848,548847
25944,18627
25944,5561
24913,62556
49126,1744
32076,19304
571,2636
571,1403771
8851,56141
8851,1801678
37843,178486
32146,54839
30346,1744
6114,1776
229,2917
13549,29648
13549,103806
9529,57851
9529,1408287
1598,1032
1598,7531
1598,1534622
11349,18669
11349,1558602
7340,1150
7340,1408664
6217,1035
377,5140
653,9076
28198,59622
28198,100053
28198,88164
28198,14277
28198,100054
794,7187
794,1213681
794,1575391
31640,19450
31640,1340919
8744,1979
25189,10400
145,42
2212,22676
199,2388
7863,33433
12498,879
9279,13581
53234,15189
17204,69237
17204,69238
21539,14911
85589,95972
85589,1351732
12709,37626
20539,55476
11674,18356
199512,236579
64900,9888
1573,16938
1573,119310
1573,1424137
152,1744
174,1788
172,1748
154,1788
157,1749
168,1749
364,510
11967,56828
9086,32277
621,8876
621,121347
9037,56755
10173,56998
55687,63937
168535,1202000
168535,1533096
8845,12989
46681,86004
578,488
578,1416440
578,1228010
578,1511704
578,17916
579,16187
17692,8558
17795,13426
75,510
13891,13235
13891,1530853
9390,11649
378,1223
378,1224
378,587969
10896,8246
2322,23968
41240,5657
26949,4786
9819,59635
9819,38416
9819,57705
49799,1495632
31908,3026
46027,39996
46027,1402039
3179,17403
3179,261271
3179,1451270
3179,1466412
3179,1466417
3179,1466420
3179,1466422
3179,1146103
3179,1448479
1802,19069
4232,5140
4232,35582
4232,1391605
9361,638
2928,9248
30285,68319
10549,11181
58102,2589
18451,69099
27265,13
27265,1341865
49935,96627
8818,9168
36758,10757
36040,14132
36040,119265
36040,1374648
74239,118441
9415,56998
55146,88970
303693,6448
12145,64061
12145,127716
42424,1174031
34314,101767
34314,1371069
2892,28741
9404,44916
85242,5058
9622,17494
8860,52038
197537,5005
66597,16838
14832,2355
9619,21370
9619,1573614
9619,1886382
9619,1409284
40506,34651
31000,68928
4104,34682
26306,122449
203829,932805
43775,72646
43775,72647
14908,42111
784,11688
12489,6198
16448,13524
55936,71871
17894,29009
28059,564
58911,58922
17949,60865
1968,17167
61563,1035
66,190
20735,47974
11419,69353
25796,1895
25796,1457045
638,5602
638,9320
25624,6482
25624,74823
25624,1834114
9366,10723
60083,82307
21915,88060
90928,107131
50091,33541
50091,56947
50091,137392
50091,1175207
18420,17784
19952,57691
9446,58072
28005,6495
9403,31024
27322,120515
10003,13015
9311,19684
11844,3224
884,224
49806,54733
1624,4499
1624,1342629
1624,1553013
88423,112674
16052,16395
4477,6349
24662,61411
24662,1447569
24662,1447467
24662,1447587
18423,68750
76996,142513
6499,50099
6499,52044
50512,57851
9405,26760
12723,19969
12723,1400738
9360,26648
9360,1190244
9434,58294
118991,51575
21626,1215282
13982,2691
93946,1016352
77223,5696
31465,356
12793,73622
12793,59466
102878,1032175
105763,48663
9611,58178
47694,20640
10357,8843
9977,61335
816,6737
2163,7213
124680,938945
16399,74063
124843,974866
31017,2628
24645,92108
49478,17268
12499,8858
12499,1446549
18,59
18,40749
18,144848
18,587903
18,1128252
18,1177814
18,1394958
18,1427298
18,1471947
18,1512798
18,1821634
18,1857475
18,1857476
18,1857478
18,1857480
1811,19224
109614,4724
109614,1457487
60082,141825
105045,39298
53023,6817
53023,1052527
64802,171000
11239,68707
50850,83284
50850,228286
15321,36083
2058,2171
9450,55299
125021,8403
330,488
330,9264
330,1341865
330,1735829
38523,118020
16375,1884
33660,79983
59232,2880
45671,133420
17770,21217
17770,1424319
15170,1901
1701,12786
1701,1422074
1701,1394313
201445,1143633
26422,30309
124642,222216
1639,2209
1639,12770
1639,1339468
49235,563363
106129,66496
107743,60050
415,5572
415,35664
65889,66548
65889,1462066
11103,7847
11970,15810
11970,15811
11970,1447427
11970,1447483
34941,56435
407992,1078811
8874,3045
17991,58608
11956,17520
266,3776
754,11401
754,1478953
37567,68185
43771,120226
124834,41040
249358,1284919
111367,3776
607,5174
607,1395373
607,1535953
607,1482
18080,63713
38225,56506
17834,12964
686,24
686,1262129
686,13930
65046,181826
4421,578
9387,8328
9387,8928
9387,17002
9387,100847
9387,1427546
9387,1564444
10603,54967
2142,366
8413,4014
8413,1833493
8413,1404875
8413,1463142
10336,87130
20737,1270
9413,58463
14585,58689
18519,64099
49462,65452
8834,7187
9458,23393
9458,1434225
8854,19142
38295,11151
22073,1103
37244,80307
4961,10828
4961,1340919
9416,11091
26180,58838
17832,70765
9772,2447
9772,5231
9772,958273
6072,8300
1669,1090
468,5216
32519,18139
108401,61069
10806,7908
10806,1393455
9433,7256
9433,59792
9433,1384398
6623,51984
6623,1637089
6623,1467275
2118,323
2118,1395290
2118,1458054
2118,1855782
978,2352
9437,5501
29461,66121
56651,586698
56651,1395701
10351,11419
66588,3047
2649,7467
14289,77211
14289,1478536
10155,1152
10155,1535539
75250,533977
20457,59438
18355,25735
18355,1401333
33657,65115
33657,1339468
55306,138322
68924,1614
68924,992965
36434,115362
2255,19303
28353,229097
9427,57630
172545,1112916
17589,18844
3597,33254
3597,57027
3597,1449577
1813,18596
36797,76418
12628,28487
33344,54050
25099,18533
45019,1128
45019,1480099
45019,1487530
63437,43468
62422,4429
782,8685
29911,77104
9827,55116
1959,20237
251481,1286930
8067,2034
125052,66800
45153,51864
45153,1550266
10871,7671
14398,21155
10890,8858
99002,9888
1281,141450
1281,1867198
1281,9320
32332,59874
9770,27436
12616,6111
12616,1533790
