id,company_name,parent_company
12263,clyde is hungry films,clyde is hungry films
53473,canal+ droits audiovisuels,canal+ droits audiovisuels
5406,good film company,good film company
8582,canadian film or video production tax credit (cptc),canadian film or video production tax credit (cptc)
13306,gouvernement du québec,gouvernement du québec
24721,satch-mo,satch-mo
25063,program de credits of impuc,program de credits of impuc
75348,nunez-gowan,nunez-gowan
35,lions gate films,lions gate films
26144,rampage entertainment,rampage entertainment
38799,def pictures,def pictures
3798,greentrees films,greentrees films
3449,wgbh,wgbh
3712,bbc scotland,bbc scotland
3713,mobile masterpiece theatre,mobile masterpiece theatre
1464,summer knowledge llc,summer knowledge llc
676,monarchy enterprises b.v.,monarchy enterprises b.v.
20555,taurus film,taurus film
58247,alchemy filmworks,alchemy filmworks
2516,kuzui enterprises,kuzui enterprises
39836,ben myron productions,ben myron productions
152,icon productions,icon productions
820,tapson steel films productions,tapson steel films productions
93311,aaargh! animation,aaargh! animation
40543,posthorn pictures,posthorn pictures
40544,giv'en films,giv'en films
686,tiger aspect productions,tiger aspect productions
12467,nomadic pictures,nomadic pictures
718,arts council of england,arts council of england
39696,adventure films,adventure films
2997,dragon pictures,dragon pictures
178,ghoulardi film company,ghoulardi film company
840,lawrence gordon productions,lawrence gordon productions
23434,big bug pictures,big bug pictures
44419,asqa film partnership,asqa film partnership
54684,101st street films,101st street films
763,intermedia films,intermedia films
11054,first look international,first look international
34998,avnet/kerner productions,avnet/kerner productions
54502,mel's cite du cinema,mel's cite du cinema
11231,fox animation studios,Fox Corporation
11232,fox family films,Fox Corporation
11233,the big gun project,the big gun project
11234,little wolf entertainment,little wolf entertainment
897,taurus films,taurus films
3415,polar productions,polar productions
1257,butcher's run productions,butcher's run productions
61695,ask kodansha,ask kodansha
61696,ndf inc.,ndf inc.
10571,asylum films,asylum films
26598,fm entertainment,fm entertainment
40739,eagle eye films inc.,eagle eye films inc.
13304,gouvernement canadien,gouvernement canadien
13305,fonds de télévision et de câblodistribution pour la production d'émissions canadiennes,fonds de télévision et de câblodistribution pour la production d'émissions canadiennes
2253,lawrence bender productions,lawrence bender productions
23201,be gentlemen limited partnership,be gentlemen limited partnership
8335,the image organization,the image organization
58068,m.o.d. productions inc.,m.o.d. productions inc.
15298,malpaso company,malpaso company
7,dreamworks,"NBCUniversal Media, LLC."
85,konrad pictures,konrad pictures
1601,maven entertainment,maven entertainment
85976,chase regency,chase regency
29891,miravista films,miravista films
29892,don quixote,don quixote
16977,allied films,allied films
16978,lightmotive,lightmotive
27084,leeds/ben-ami productions,leeds/ben-ami productions
27085,sheen productions,sheen productions
40014,producers network associates,producers network associates
11015,heller highwater productions,heller highwater productions
908,mystery clock cinema,mystery clock cinema
12474,j&m entertainment,j&m entertainment
39602,manny coto productions,manny coto productions
48136,british broadcasting corporation (bbc) television,british broadcasting corporation (bbc) television
55474,stargate studios,stargate studios
1270,national lottery,national lottery
4413,gruber bros.,gruber bros.
24356,tomboy films,tomboy films
36978,winchester multimedia plc,winchester multimedia plc
22615,chan ye-cheng,chan ye-cheng
177,columbia tristar,columbia tristar
45518,calimari productions,calimari productions
2511,zero film gmbh,zero film gmbh
93754,severny fond,severny fond
1260,synchronistic pictures,synchronistic pictures
1261,scala productions,scala productions
572,new amsterdam entertainment,new amsterdam entertainment
6246,medusa film,medusa film
22269,stardust international,stardust international
11571,samson films,samson films
16923,zephyr films,zephyr films
20521,neue deutsche filmgesellschaft (ndf),neue deutsche filmgesellschaft (ndf)
31059,pony canyon,pony canyon
377,bandeira entertainment,bandeira entertainment
8658,rialto films,rialto films
14589,code entertainment,code entertainment
14159,seven arts pictures,seven arts pictures
1508,wildgaze films,wildgaze films
18987,unthank films,unthank films
40114,goldwyn entertainment company,goldwyn entertainment company
68035,scala productionss,scala productionss
300,alameda films,alameda films
22622,consejo nacional para la cultura y las artes (conaculta),consejo nacional para la cultura y las artes (conaculta)
2753,macgillivray freeman films,macgillivray freeman films
3447,imax,imax
4157,arcturus motion pictures,arcturus motion pictures
4158,polartec,polartec
40675,dinamo entertainment,dinamo entertainment
8213,united artists corporation,united artists corporation
70166,jacobs/mutrux,jacobs/mutrux
567,office kitano,office kitano
3034,tv tokyo,tv tokyo
6516,tokyo fm broadcasting co.,tokyo fm broadcasting co.
1596,shooting gallery,shooting gallery
3958,front street pictures,front street pictures
41052,edenstreet productions,edenstreet productions
60919,marlboro road gang productions,marlboro road gang productions
91005,lyrick studios,lyrick studios
26137,dog eat dog films,dog eat dog films
14024,irwin allen productions,irwin allen productions
19902,prelude pictures,prelude pictures
30253,saltire entertainment,saltire entertainment
21379,duo art productions,duo art productions
16280,jean doumanian productions,jean doumanian productions
21716,sweetland films,sweetland films
65514,magnolia films,magnolia films
65515,jasmine productions inc.,jasmine productions inc.
37812,westerly films,westerly films
69984,enchanter entertainment,enchanter entertainment
20719,manifest film company,manifest film company
5507,se8 group,se8 group
19481,babelsberg film,babelsberg film
55103,celtridge,celtridge
51084,here studios,here studios
51085,leather jacket productions,leather jacket productions
51086,goldeco pictures,goldeco pictures
4360,strength ltd.,strength ltd.
2938,abbas kiarostami productions,abbas kiarostami productions
938,first floor features,first floor features
3259,almerica films,almerica films
7942,cabin creek films,cabin creek films
10566,clipsal films,clipsal films
60294,alta vista,alta vista
4714,hsx films,hsx films
16517,chase productions,chase productions
33882,compagnie des films,compagnie des films
41050,compagnie est-ouest,compagnie est-ouest
2478,manhattan project,manhattan project
39288,gotham entertainment group,gotham entertainment group
39838,toledo pictures,toledo pictures
620,centropolis film productions,centropolis film productions
11343,fried films,fried films
1591,rhino films,rhino films
53460,fear and loathing llc,fear and loathing llc
53461,shark productions,shark productions
16718,no limit films,no limit films
813,dinovi pictures,dinovi pictures
4258,fortis films,fortis films
16550,nordic screen production as,nordic screen production as
16551,norsk filminstitutt,norsk filminstitutt
39988,essential films,essential films
162,bayerischer rundfunk,bayerischer rundfunk
23912,antidote films (i),antidote films (i)
25680,391 productions,391 productions
16754,roland-film,roland-film
11460,the institute for the intellectual development of children & young adults,the institute for the intellectual development of children & young adults
29692,tritone productions,tritone productions
40460,joel castleberg productions,joel castleberg productions
545,ten thirteen productions,ten thirteen productions
21872,treasure entertainment,treasure entertainment
70198,easkel media,easkel media
1301,joseph m. singer entertainment,joseph m. singer entertainment
8808,mcelroy & mcelroy,mcelroy & mcelroy
16232,picnic productions pty. ltd.,picnic productions pty. ltd.
74363,british empire films australia,british empire films australia
12269,shadowcatcher entertainment,shadowcatcher entertainment
11533,valhalla motion pictures,valhalla motion pictures
7293,dreamworks pictures,"NBCUniversal Media, LLC."
379,truth and soul pictures inc,truth and soul pictures inc
7503,protozoa pictures,protozoa pictures
22566,harvest filmworks,harvest filmworks
22567,plantain films,plantain films
40240,anyway productions,anyway productions
74116,reynolds pictures,reynolds pictures
33333,paramount famous lasky corporation,Paramount Global
5488,fox film corporation,Fox Corporation
4006,two cities films,two cities films
388,horizon pictures,horizon pictures
30724,hecht-lancaster productions,hecht-lancaster productions
8268,seven arts,seven arts
90571,mirisch pictures,mirisch pictures
1980,woodfall film productions,woodfall film productions
571,highland films,highland films
13219,"mirisch corporation, the","mirisch corporation, the"
1807,warwick film productions,warwick film productions
1323,florin productions,florin productions
1324,jerome hellman productions,jerome hellman productions
646,d'antoni productions,d'antoni productions
73950,schine-moore productions,schine-moore productions
8770,"allied stars, ltd.","allied stars, ltd."
205,mirage entertainment,mirage entertainment
470,recorded pictures company,recorded pictures company
472,soprofilms,soprofilms
473,tao film,tao film
474,yanco,yanco
206,star partners ii ltd.,star partners ii ltd.
80,the zanuck company,the zanuck company
2380,palomar pictures,palomar pictures
3065,american broadcasting company (abc),The Walt Disney Company
6174,gus productions,gus productions
11463,edge city,edge city
3076,allagash films,allagash films
24931,henson associates (ha),henson associates (ha)
8812,channel productions,channel productions
16779,georgetown productions inc.,georgetown productions inc.
17611,sean s. cunningham films,sean s. cunningham films
7512,"georgetown productions, inc.","georgetown productions, inc."
7513,jason productions,jason productions
93280,"friday four, inc.","friday four, inc."
62948,horror inc.,horror inc.
22814,falcon international productions,falcon international productions
4351,trans pacific films,trans pacific films
542,guardian trust company,guardian trust company
15059,simcom limited,simcom limited
15060,prom night productions,prom night productions
15493,allarcom limited,allarcom limited
15494,british columbia television,british columbia television
21287,cfcn communications,cfcn communications
21288,tba film,tba film
36555,famous players,famous players
61660,comweb productions,comweb productions
48184,hoya productions,hoya productions
12372,universum film (ufa),universum film (ufa)
10281,kent productions,kent productions
7981,pathé,pathé
21143,lolita productions,lolita productions
2848,hoyts film partnership,hoyts film partnership
33088,behavioral problem productions ltd.,behavioral problem productions ltd.
19397,revolutionary eye llc,revolutionary eye llc
10079,the walt disney company,The Walt Disney Company
1340,new star entertainment,new star entertainment
11670,producers sales organization (pso),producers sales organization (pso)
32,buena vista,buena vista
8330,british broadcasting company,british broadcasting company
3221,sveriges television (svt),sveriges television (svt)
7445,cinematograph ab,cinematograph ab
7448,tobis filmkunst,tobis filmkunst
18071,filmdallas pictures,filmdallas pictures
18090,bountiful film partners,bountiful film partners
18094,antron media production,antron media production
4990,ital-noleggio cinematografico,ital-noleggio cinematografico
4991,lotar film productions,lotar film productions
8100,mafilm,mafilm
55540,objektív film,objektív film
20741,buena vista distribution company,buena vista distribution company
15395,oz productions ltd.,oz productions ltd.
3197,celebrity productions,celebrity productions
558,lisberger/kushner,lisberger/kushner
960,l.a. films,l.a. films
1951,aspen film society,aspen film society
3826,graveyard productions,graveyard productions
9998,umbrella-rosenblum film production,umbrella-rosenblum film production
18947,atlantic releasing corporation,atlantic releasing corporation
86083,virgin benelux,virgin benelux
86084,virgin schallplatten,virgin schallplatten
965,taft entertainment pictures,taft entertainment pictures
6177,sunn classic pictures,sunn classic pictures
2159,hal roach studios,hal roach studios
5093,cinema group,cinema group
6562,planet productions,planet productions
12591,angeles entertainment group,angeles entertainment group
12592,inverness productions,inverness productions
52197,gatlin,gatlin
6422,sullivan bluth studios,sullivan bluth studios
2519,debart,debart
2813,forensic films,forensic films
40126,toast films,toast films
1683,andell entertainment,andell entertainment
40263,blue guitar films,blue guitar films
16914,famous players limited,famous players limited
25762,selta films,selta films
25765,international cinema corporation (icc),international cinema corporation (icc)
25766,cine-neighbor,Warner Bros. Entertainment Inc.
7447,personafilm,personafilm
17085,filmédis,filmédis
26239,suede film,suede film
1684,chenault productions,chenault productions
12943,apjac productions,apjac productions
22745,jerry lewis enterprises,jerry lewis enterprises
18170,sagittarius productions,sagittarius productions
5016,nepenthe productions,nepenthe productions
47264,watership productions,watership productions
32178,aurora,aurora
90400,mrs. brisby ltd.,mrs. brisby ltd.
90512,don bluth productions,don bluth productions
10215,legend production company,legend production company
22297,jonesfilm,jonesfilm
69888,the jozak company,the jozak company
69889,decade,decade
22284,cat films,cat films
22285,mimosa films,mimosa films
6313,weintraub entertainment group,weintraub entertainment group
23267,elrina investment,elrina investment
11506,maljack productions,maljack productions
10324,william castle productions,william castle productions
1256,producers sales organization,producers sales organization
33772,bavaria studios,bavaria studios
989,four square productions,four square productions
55994,tetragram,tetragram
421,amen ra films,amen ra films
11321,imaginary forces,imaginary forces
19551,marvel enterprises,The Walt Disney Company
4959,pathé films,pathé films
14591,arenafilm,arenafilm
29115,john maynard productions,john maynard productions
4354,"geffen company, the","geffen company, the"
27584,"rainbow film company, the","rainbow film company, the"
40955,revere entertainment,revere entertainment
40956,jagtoria films,jagtoria films
1554,transatlantic pictures,transatlantic pictures
1811,filmcolony,filmcolony
61337,dollface,dollface
41680,bill plympton studios,bill plympton studios
147,fidélité productions,fidélité productions
1123,local films,local films
20743,imagine films entertainment,imagine films entertainment
21848,knock films a.v.v.,knock films a.v.v.
21849,val d'oro entertainment,val d'oro entertainment
8116,wind dancer productions,wind dancer productions
62,the selznik studio,the selznik studio
614,vanguard films,vanguard films
4005,skirball productions,skirball productions
14701,mayflower pictures corporation,mayflower pictures corporation
1221,gainsborough pictures,gainsborough pictures
51816,british international pictures (bip),british international pictures (bip)
1222,carlyle blackwell productions,carlyle blackwell productions
29577,münchner lichtspielkunst,münchner lichtspielkunst
1566,spanky pictures,spanky pictures
21953,feature film project,feature film project
22207,cube libre,cube libre
22208,harold greenberg fund,harold greenberg fund
22209,odeon films,odeon films
22210,ontario film development corporation,ontario film development corporation
22211,viacom canada,Paramount Global
7070,davis entertainment classics,davis entertainment classics
7856,digging to china llc,digging to china llc
21085,"ministry of film, the","ministry of film, the"
3631,filmax,filmax
11601,silver lion films,silver lion films
55465,televisa s.a. de c.v.,televisa s.a. de c.v.
55776,arco films s.l,arco films s.l
55777,hool/macdonald productions,hool/macdonald productions
55778,producciones san patricia,producciones san patricia
15868,medusa distribuzione,medusa distribuzione
1702,medusa produzione,medusa produzione
2124,melvin simon productions,melvin simon productions
8829,market street productions,market street productions
5263,amercent films,amercent films
5264,american entertainment partners l.p.,american entertainment partners l.p.
1072,mysterious arts,mysterious arts
13671,abc motion pictures,The Walt Disney Company
7585,delphi ii productions,delphi ii productions
556,sherwood,sherwood
1174,delphi v productions,delphi v productions
44425,ml delphi premier productions,ml delphi premier productions
9265,applied action,applied action
903,david brown productions,david brown productions
475,jd productions,jd productions
21144,movieco australia,movieco australia
29489,sideshow pictures,sideshow pictures
2347,fgm entertainment,fgm entertainment
333,original film,original film
23861,imf internationale medien und film gmbh & co. 2. produktions kg,imf internationale medien und film gmbh & co. 2. produktions kg
40002,fade in films,fade in films
3901,phoenician films,phoenician films
6996,apostle,apostle
40759,filmline international,filmline international
2141,kaleidoscope entertainment,kaleidoscope entertainment
38210,kaleidoscope productions,kaleidoscope productions
3067,memorial enterprises,memorial enterprises
1431,playboy enterprises,playboy enterprises
251,avenue pictures productions,avenue pictures productions
925,nu image films,nu image films
10254,millennium films,millennium films
40244,tidewater pictures inc.,tidewater pictures inc.
520,pacific data images (pdi),pacific data images (pdi)
521,dreamworks animation,"NBCUniversal Media, LLC."
2822,snl studios,snl studios
56396,snider than thou productions inc.,snider than thou productions inc.
18149,prometheus film productions ltd,prometheus film productions ltd
419,embassy pictures corporation,embassy pictures corporation
89303,palo vista productions,palo vista productions
89304,peter v. miller investment corp.,peter v. miller investment corp.
18742,abc entertainment,The Walt Disney Company
2373,patriot pictures,patriot pictures
38609,holly hill productions,holly hill productions
3391,österreichischer rundfunk (orf),österreichischer rundfunk (orf)
3298,harpo films,harpo films
5550,midwinter productions inc.,midwinter productions inc.
1163,larger than life productions,larger than life productions
52758,charter films inc.,charter films inc.
370,melampo cinematografica,melampo cinematografica
2517,avenging conscience,avenging conscience
10146,focus features,focus features
10697,laurel productions,laurel productions
14555,darkside movie,darkside movie
23893,film office,film office
23894,spooky tooth productions,spooky tooth productions
23895,storm king productions,storm king productions
924,the turman-morrissey company,the turman-morrissey company
13495,flashpoint (i),flashpoint (i)
13769,lynda obst productions,lynda obst productions
20634,"bedford falls company, the","bedford falls company, the"
279,single cell pictures,single cell pictures
136,city light films,city light films
1899,radio teléfis éireann,radio teléfis éireann
3981,terminal city pictures,terminal city pictures
1444,cannon group,cannon group
13549,golan-globus productions,golan-globus productions
14227,northbrook films,northbrook films
36638,fadsin cinema associates,fadsin cinema associates
6781,initial pictures,initial pictures
20657,u.k. productions entity,u.k. productions entity
79209,no such productions,no such productions
59150,klasky-csupo,klasky-csupo
21717,magnolia productions,magnolia productions
394,videofilms,videofilms
395,riofilm,riofilm
7380,initial entertainment group (ieg),initial entertainment group (ieg)
156,nordic film,nordic film
11672,nimbus film productions,nimbus film productions
407,dreamland productions,dreamland productions
17100,screen classics (ii),screen classics (ii)
622,toho film (eiga) co. ltd.,toho film (eiga) co. ltd.
46976,rko general pictures,rko general pictures
32336,christel films,christel films
8818,vincent pictures,vincent pictures
3418,famous films (ii),famous films (ii)
1445,golan-globus,golan-globus
21896,easedram,easedram
69583,police academy productions,police academy productions
38085,vbt productions,vbt productions
38086,ballpark productions partnership,ballpark productions partnership
10619,azoff entertainment,azoff entertainment
22351,the canton company,the canton company
12958,calash corporation,calash corporation
3470,stone group pictures,stone group pictures
81127,el corazon producciones s.a.,el corazon producciones s.a.
3089,paper clip productions,paper clip productions
3267,atlantic entertainment group,atlantic entertainment group
4267,delphi films,delphi films
57092,weintraub international group,weintraub international group
3201,merlin films,merlin films
3230,j & m,j & m
5267,irish film board,irish film board
23660,geisler-roberdeau,geisler-roberdeau
1281,argosy pictures,argosy pictures
369,bungalow 78 productions,bungalow 78 productions
10231,farrell/minoff,farrell/minoff
10102,cattleya,cattleya
10378,cineritmo,cineritmo
10379,film and general productions,film and general productions
23708,capitol international,capitol international
93549,dove international,dove international
10202,columbia tristar home entertainment,columbia tristar home entertainment
40336,chinese bookie pictures,chinese bookie pictures
532,morpheus,morpheus
7339,hyperion pictures,hyperion pictures
4189,scala films,scala films
53493,topps chewing gum,topps chewing gum
4535,vista organization,vista organization
10165,new century entertainment corporation,new century entertainment corporation
4109,vision pdg,vision pdg
1887,lorimar motion pictures,lorimar motion pictures
1175,frostbacks,frostbacks
1197,vortex,vortex
4110,cannon films,cannon films
33306,nicolas entertainment,nicolas entertainment
17479,ultra muchos productions,ultra muchos productions
8792,pan arts,pan arts
43687,layton,layton
22490,cote blanche productions,cote blanche productions
7110,les films ariane,les films ariane
45693,cristaldifilm,cristaldifilm
15081,rimfire films,rimfire films
514,silver screen partners,silver screen partners
11742,jay weston productions,jay weston productions
7680,tornasol films,tornasol films
8369,alta films,alta films
27013,road movies vierte produktionen,road movies vierte produktionen
27014,scottish arts council lottery fund,scottish arts council lottery fund
821,the greenlight fund,the greenlight fund
1045,marmot tandy productions,marmot tandy productions
28040,iberoamericana films produccion,iberoamericana films produccion
40966,dirt road productions,dirt road productions
40967,king city,king city
40968,exile films,exile films
47818,anglo-amalgamated productions,anglo-amalgamated productions
62072,polar entertainment corporation,polar entertainment corporation
3805,ken lipper/june beallor production,ken lipper/june beallor production
3806,shoah foundation,shoah foundation
3807,survivors of the shoah visual history foundation,survivors of the shoah visual history foundation
2329,krátký film praha,krátký film praha
2330,ceskoslovenský filmexport,ceskoslovenský filmexport
8171,institut national de l'audiovisuel (ina),institut national de l'audiovisuel (ina)
25960,les films armorial,les films armorial
17887,midnight sun pictures,midnight sun pictures
788,bel air entertainment,bel air entertainment
18093,tiger productions,tiger productions
3058,crossroads films,crossroads films
67035,kramer-tornell productions,kramer-tornell productions
7458,cubicle inc.,cubicle inc.
1685,hofflund/polone,hofflund/polone
9269,global entertainment productions gmbh & company medien kg,global entertainment productions gmbh & company medien kg
44460,underdog productions,underdog productions
16647,cineson entertainment,cineson entertainment
18339,e-k-corporation,e-k-corporation
3264,columbus circle films,columbus circle films
4415,corn cobb productions,corn cobb productions
15342,fifth avenue entertainment,fifth avenue entertainment
4416,park avenue productions,park avenue productions
1830,ross hunter productions inc.,ross hunter productions inc.
48543,united films,united films
5418,alligator inc,alligator inc
2379,palladium productions,palladium productions
33304,meteor joint venture,meteor joint venture
22542,apjac international,apjac international
12277,the filmakers group,the filmakers group
505,cruel productions,cruel productions
13419,ska films,ska films
2065,scout productions,scout productions
65449,prosperity electric,prosperity electric
11773,artémis productions,artémis productions
44822,bel age distribution,bel age distribution
2229,red bank films,red bank films
19944,"carousel picture company, the","carousel picture company, the"
24039,no prisoners productions,no prisoners productions
24041,origin systems inc.,origin systems inc.
80469,american entertainment investors,american entertainment investors
89308,wing commander productions,wing commander productions
89309,digital anvil,digital anvil
47396,mantle clinic ii,mantle clinic ii
23843,lawrence p. bachmann productions,lawrence p. bachmann productions
4077,crystal sky worldwide,crystal sky worldwide
4078,triumph,triumph
1157,les cinémas de la zone,les cinémas de la zone
1158,love streams productions,love streams productions
688,rankin/bass productions,rankin/bass productions
4107,nest family entertainment,nest family entertainment
2979,etic films,etic films
7364,heyday films,heyday films
25820,engulf & devour productions inc.,engulf & devour productions inc.
41917,euro video,euro video
25087,arnon milchan productions,arnon milchan productions
372,groucho ii film partnership,groucho ii film partnership
13158,punch 21 productions,punch 21 productions
1757,mad chance,mad chance
1783,jaret entertainment,jaret entertainment
40451,adela pictures,adela pictures
2232,cherry alley productions,cherry alley productions
11943,filmanía s.l.,filmanía s.l.
30225,blue horizon productions,blue horizon productions
9996,syncopy,syncopy
13028,next wave films,next wave films
19813,flower films (ii),flower films (ii)
21241,bushwood pictures,bushwood pictures
21242,never been kissed productions,never been kissed productions
71988,hong kong film directors guild,hong kong film directors guild
71989,dimension films (us version),dimension films (us version)
22289,moonstone entertainment,moonstone entertainment
41048,elysian dreams,elysian dreams
41049,kudzu,kudzu
40648,shooting star pictures,shooting star pictures
15469,sogetel,sogetel
23036,c.e.o. films,c.e.o. films
23038,laguna entertainment,laguna entertainment
1218,the film consortium,the film consortium
38781,l films,l films
11465,noram entertainment,noram entertainment
7042,iris films,iris films
778,las producciones del escorpion,las producciones del escorpion
779,lucky red,lucky red
588,mitteldeutscher rundfunk (mdr),mitteldeutscher rundfunk (mdr)
6476,canal+ polska,canal+ polska
13869,apple film productions,apple film productions
87894,broadcast av,broadcast av
87895,tvp1,tvp1
1088,alcon entertainment,alcon entertainment
17422,dogstar films,dogstar films
81141,3 miles apart productions ltd.,3 miles apart productions ltd.
2570,bona fide productions,bona fide productions
804,natural nylon entertainment,natural nylon entertainment
805,serendipity point films,serendipity point films
807,the harold greenberg fund,the harold greenberg fund
808,the movie network,the movie network
809,union générale cinématographique,union générale cinématographique
20170,canadian television fund,canadian television fund
598,team todd,team todd
547,open city films,open city films
90093,winslow partners ltd.,winslow partners ltd.
16274,thomas coleman and michael rosenblatt productions,thomas coleman and michael rosenblatt productions
16275,film development fund,film development fund
4527,concorde pictures,concorde pictures
11136,trinity pictures,trinity pictures
13674,working dog,working dog
13675,village roadshow entertainment,village roadshow entertainment
40999,hummingbird communications,hummingbird communications
1141,engine films,engine films
12423,sputnik productions,sputnik productions
12424,tv man union,tv man union
32841,win's entertainment ltd.,win's entertainment ltd.
40769,sanford/pillsbury productions,sanford/pillsbury productions
1677,mediaset,mediaset
40768,navert film,navert film
40757,rain film,rain film
2503,kamera film unit,kamera film unit
1314,hammer film productions,hammer film productions
87008,universal pictures co. inc.,"NBCUniversal Media, LLC."
51861,dovemead films,dovemead films
51862,film export a.g.,film export a.g.
51903,cantharus productions,cantharus productions
6231,london-cannon films,london-cannon films
16593,hemdale,hemdale
84526,cinema '84/greenberg brothers partnership,cinema '84/greenberg brothers partnership
57825,colonial productions,colonial productions
13987,winchester pictures corporation,winchester pictures corporation
3458,clover productions,clover productions
4697,sunset productions,sunset productions
429,dc comics,Warner Bros. Entertainment Inc.
3077,melville productions,melville productions
14269,hill-hecht-lancaster productions,hill-hecht-lancaster productions
82943,jeffrey pictures corp.,jeffrey pictures corp.
282,bookshop productions,bookshop productions
283,notting hill pictures,notting hill pictures
255,paradis films,paradis films
317,istituto luce,istituto luce
7254,greek film center,greek film center
10769,greek television et-1,greek television et-1
30389,intermédias,intermédias
33152,theo angelopoulos films,theo angelopoulos films
33155,classic,classic
40996,clt,clt
40997,escima,escima
158,spyglass entertainment,Lions Gate Entertainment Corporation
15460,ignite entertainment,ignite entertainment
15461,hsx films,hsx films
8068,mindfire entertainment,mindfire entertainment
78324,triad studios,triad studios
17048,counterclock productions,counterclock productions
21409,mfp munich film partners gmbh & company i. produktions kg,mfp munich film partners gmbh & company i. produktions kg
38005,neufeld rehme productions,neufeld rehme productions
27597,sciarlò,sciarlò
1972,x-filme creative pool,x-filme creative pool
2816,axiom films,axiom films
2817,globe films,globe films
2818,sbs independent,sbs independent
2819,screen partners ltd.,screen partners ltd.
884,tps cinéma,tps cinéma
11037,efve,efve
2104,tangled web productions,tangled web productions
1538,comedy central,comedy central
7480,comedy central films,comedy central films
45852,comedy partners,comedy partners
2507,"todman, simon, lemasters productions","todman, simon, lemasters productions"
57088,sonnenfeld josephson worldwide entertainment,sonnenfeld josephson worldwide entertainment
461,les films christian fechner,les films christian fechner
3169,zide-perry productions,zide-perry productions
3287,screen gems,screen gems
22512,arlington road productions corporation,arlington road productions corporation
22513,gorai / samuelson productions,gorai / samuelson productions
22514,samuelson productions,samuelson productions
1666,rhône-alpes cinéma,rhône-alpes cinéma
15160,haxan films,haxan films
20043,hudson film,hudson film
194,hobby films,hobby films
195,pole star,pole star
67109,rocking chair productions,rocking chair productions
689,ventanarosa productions,ventanarosa productions
20873,columbia tristar home video,columbia tristar home video
80578,dan lupovitz productions,dan lupovitz productions
47565,black rhino productions,black rhino productions
596,kc medien ag,kc medien ag
20477,dic entertainment,dic entertainment
28438,riche-ludwig productions,riche-ludwig productions
28439,groucho iii film partnership,groucho iii film partnership
52795,harris-kubrick productions,harris-kubrick productions
4323,minotaur productions,minotaur productions
516,seven arts productions,seven arts productions
517,allied artists,allied artists
518,transworld pictures,transworld pictures
10897,sédif productions,sédif productions
22657,sédif productions (as s.e.d.i.f.),sédif productions (as s.e.d.i.f.)
544,de laurentiis,de laurentiis
62343,crimes of the heart s.a,crimes of the heart s.a
34505,kindred limited partnership,kindred limited partnership
1523,ciné valse,ciné valse
1525,philippe dussart s.a.r.l.,philippe dussart s.a.r.l.
8866,cinétudes films,cinétudes films
13221,kingsmere productions ltd.,kingsmere productions ltd.
2956,the geffen company,the geffen company
34281,santa clara productions,santa clara productions
898,lorimar productions,lorimar productions
8310,american filmworks,american filmworks
23792,scary stuff,scary stuff
8263,emi films,emi films
21590,pressman productions,pressman productions
2785,warner bros. animation,Warner Bros. Entertainment Inc.
17032,barry mendel productions,barry mendel productions
597,irish dreamtime,irish dreamtime
599,solar productions,solar productions
16749,simkoe,simkoe
2152,greenestreet films,greenestreet films
11955,sogepaq,sogepaq
13367,cdi,cdi
376,industry entertainment,industry entertainment
3334,adam fields productions,adam fields productions
81140,two girls productions,two girls productions
3242,base 12 productions,base 12 productions
90195,corrupter production service ltd.,corrupter production service ltd.
90196,takoma entertainment,takoma entertainment
90197,kiss nation,kiss nation
11572,city-tv,city-tv
53186,government of british columbia film incentive bc program,government of british columbia film incentive bc program
2815,head on productions,head on productions
31062,ritz-carlton pictures,ritz-carlton pictures
4820,alta vista productions,alta vista productions
13862,alta vista film production,alta vista film production
8313,playboy productions,playboy productions
12978,kettledrum films,kettledrum films
10895,cometstone pictures,cometstone pictures
21451,american entertainment partners ii l.p.,american entertainment partners ii l.p.
39711,dalton films,dalton films
1312,the mount company,the mount company
67709,cinema city films,cinema city films
10757,christmas tree films,christmas tree films
12968,baumgarten-prophet entertainment,baumgarten-prophet entertainment
959,indieprod company productions,indieprod company productions
4288,madhouse,madhouse
22817,rex entertainment,rex entertainment
4380,suntaur entertainment company,suntaur entertainment company
20938,liberty pictures,liberty pictures
10879,tom ward enterprises,tom ward enterprises
6762,decla-bioscop ag,decla-bioscop ag
44382,decla-film-gesellschaft holz & co.,decla-film-gesellschaft holz & co.
10901,ministère de la culture,ministère de la culture
31157,canal (ii),canal (ii)
36746,vans,vans
57301,mine film,mine film
76880,stefi s.a.,stefi s.a.
83478,gradski kina,gradski kina
83479,ticket productions,ticket productions
6542,pricel,pricel
2079,banshee,banshee
8014,eagle beach productions,eagle beach productions
792,radio télévision belge francophone,radio télévision belge francophone
5006,exposed film productions as,exposed film productions as
5404,norsk rikskringkasting (nrk),norsk rikskringkasting (nrk)
11694,ministère de la culture de la republique française,ministère de la culture de la republique française
19136,la sept arte,la sept arte
26890,douri films,douri films
84496,ciné libre,ciné libre
88165,acci,acci
88166,38 productions,38 productions
91526,fida attieh productions,fida attieh productions
5821,bac films,bac films
3341,fuji television network,fuji television network
92340,caldix,caldix
6114,harristown funding,harristown funding
4283,camera 2 productions,camera 2 productions
4284,century films,century films
3797,apple corps,apple corps
16915,king features production,king features production
2721,jinks/cohen company,jinks/cohen company
5479,talking heads,talking heads
15806,arnold stiefel company,arnold stiefel company
