director_id,name,gender
1367409,Sylvain Blais,x
1217043,David Lane,x
1696421,Leo D. Paur,x
1408533,Will Alovis,x
1464511,John Forte,x
7791,Peter Howitt,m
545542,Dominique Delouche,x
937104,Jorge Fernando,x
1856785,Jigesh Gajjar,x
58245,Don Coscarelli,m
550268,Giuseppe Piccioni,x
1172111,Jerzy Rose,x
1559100,Tapeshwar Prasad,x
234400,Nicolo Donato,x
89531,Arthur Lueker,m
100369,John Eyres,x
935896,Fernando Grostein Andrade,x
1791505,David Cave,x
71455,Almut Getto,x
1849491,Robert Glover,x
108689,Laurice Guillen,f
86255,Sebastián Cordero,x
33924,Nando Cicero,x
111345,Martin Kjellberg,x
551463,Mike Flanagan,m
120652,Salvatore Ficarra,m
1324624,Wiam Bedirxan,x
222864,N.C. Heikin,x
1282041,Emile Edwin Smith,m
81729,Matthew Carlisle,m
1091979,Nisha Pahuja,f
28781,Christian Clavier,m
1313525,Hikaru Toda,x
1317887,Franz-Josef Spieker,m
78621,George Singer,x
1450845,Mohammed Naqvi,x
1135789,Dez Vylenz,x
120565,Bernard Émond,m
32940,Yves Boisset,m
33349,Derick Martini,m
1334581,Ferruccio Castronuovo,x
112674,Rolf de Heer,x
944464,Salvatore Rosso,m
54974,José Henrique Fonseca,m
452840,Paul Sommers,m
74863,Lauren Montgomery,f
56570,Wolfgang Murnberger,m
238433,Andrzej Munk,m
11770,John Carpenter,m
119368,Jennifer Westfeldt,f
1057492,Kim Jho Gwang-soo,x
94215,Jaime Marques,x
944544,Marc Fusco,x
1563690,Ezequiel Mirol,x
26775,Liu Chia-Liang,m
1517971,John Duong,x
107195,Laura Gabbert,f
95575,Gita Pullapilly,x
105407,Park Young-hoon,x
9309,Richard Pryor,m
67767,Hal Needham,m
1634972,Eva Kelly,x
1391645,Chris Alexander,x
1639016,Pernille Rübner-Petersen,x
24886,Frédéric Forestier,m
628,Isao Takahata,m
1145214,Till Nowak,x
1069294,James F. Robinson,x
4275,Alain Chabat,m
59891,Martin Hynes,m
1899358,Marla D. Saltzer,x
134405,Francesco Massaro,x
83922,Joseph Ariola,x
1098436,Gerald O'Hara,x
98837,Leonid Nechayev,x
1447483,Rick Moore,x
6187,Aldric La'Auli Porter,x
64151,Mike Mitchell,m
1344458,Kevin McDonagh,x
997560,Brett Winn,x
1067301,Michael Cort,x
105287,Scott Harris,x
126855,Pavel Lungin,m
1041621,Brandon Christopher,x
1458202,Gail Hunter,x
10610,Gregory Ratoff,m
228280,Nigel Dick,m
126765,Anubhav Sinha,x
72445,Turi Meyer,m
104051,Michael Campus,m
1051714,Rene Martinez Jr.,x
1403419,Crystal Rainone,x
1423847,Kristine Familletti,x
84715,Kim Min-suk,x
101666,Paul King,m
58728,Andrei Konchalovsky,m
47640,Clark Johnson,m
66601,Hiroyuki Nakano,x
2103,Mark Rosenthal,m
55117,Matthew Bright,m
229702,Rufus Norris,x
59026,Peyton Reed,m
1274287,Zack Coffman,x
143984,Sławomir Fabicki,x
12962,Jon Turteltaub,m
544864,Amardeep Kaleka,x
1771810,Eugenea Agnes Widayanti,x
100891,David Monahan,m
1657232,Jan P. Matuszyński,m
1213124,Richard Day,x
1566245,Livia Ungur,x
1178585,Göran du Rées,x
1652287,Marjorie Owens,x
1893,Casey Affleck,m
1299642,Julius Avery,x
236884,Athina Rachel Tsangari,x
1023400,Marta Arribas,x
170501,Sean Dwyer,m
1359154,Samir Patil,x
21377,Peter Medak,m
71307,Laetitia Colombani,x
1351059,Chuck Wasserman,x
1186770,Frauke Finsterwalder,x
1652637,Vetriselvan,x
1816357,Matthew Webb,x
3072,Daniel Lapaine,m
1647012,April McQuarrie,x
1457752,Ali Atay,m
1475003,Chris Soldo,x
1029158,Fow Pyng Hu,x
585040,Hu Mei,x
42993,Martin Donovan,m
549068,Sande N. Johnsen,x
1048445,Philip Boston,x
102063,Luigi Batzella,x
1308224,Sophie Finkelstein,x
1537576,Lilja Kelstein,x
223747,Marya Cohn,x
78914,Noam Murro,x
577467,Tim Gaul,x
1859435,Trent Dempsey,x
1169248,Enrico Clerico Nasino,x
50577,Norman Panama,m
16225,Rolf Schübel,m
44950,Richard Schickel,m
45730,Ramin Bahrani,x
34510,William Monahan,m
1000817,Sari Gilman,f
1379024,Pierre Quérut,x
57147,Paul Hogan,m
78107,Takashi Koizumi,x
1134291,Elli Vuorinen,x
233334,Alessandro Siani,x
29950,Robert Harron,m
212240,Tom Harper,x
1159525,Martin Villeneuve,x
5281,Spike Lee,m
5656,Noah Baumbach,m
1039560,Miklós Lente,x
1603873,Ceyda Torun,x
969063,Brooks Branch,x
138756,Charlotte Brandström,x
103467,William J. Hole Jr.,m
17089,Luis de la Madrid,m
230437,Raj Kumar Gupta,x
1553561,Julie A. Bloom,x
7727,Phil Tippett,m
52741,Philippe Kotlarski,x
1756288,Amber Mohammad,x
1105213,Peter Krüger,x
208171,David Kane,m
10040,Felipe Lacerda,m
1519868,Donald Sparks,m
1030403,Isabelle Querrioux,x
87767,Richard Martin,m
1281377,Tao Lin,x
69003,John Lounsbery,m
81850,Duncan Jones,m
44765,William Lustig,m
30058,Steven C. Miller,m
111745,Frank Sebastiano,m
146801,Martin Guigui,m
1418,Albert Maysles,m
148331,Lenka Hellstedt,x
94816,Mark Monroe,m
71527,Marco Schnabel,m
25236,Johnnie To,x
1062048,Frank Powell,x
1447347,Bill Perkins,x
1116960,Martin G. Goldman,x
1360145,Snow Zou,x
42,Lars von Trier,m
133406,Dan Rush,m
35959,James Huth,m
1138888,Feridun Erol,x
1419804,Craig Holt,x
586137,Martial Fougeron,x
1351632,Akira Kiyosuke,x
75296,Angela McPherson,x
1726667,William Garcia,x
42518,Peter Care,m
1654576,Aida Rodgers,x
570856,Olivier Abbou,x
227517,Paolo Franchi,x
227918,Giacomo Ciarrapico,x
54291,Gilles Lellouche,m
98838,Vladimir Motyl,x
1639186,Irva Mae Ross,x
69791,Charles Haid,x
1163163,Tony Hadlock,x
1598442,Gintare Balandaite,x
33806,Michele Lupo,f
96631,Hur Jin-Ho  ,m
40007,John Mackenzie,m
143722,Garri Bardin,m
120986,Fritz Hippler,x
68936,Mickey Rose,m
72113,Jonah Loop,x
12329,Vittorio De Sica,m
82389,Norman Z. McLeod,m
1205872,Jamie Magnus Stone,x
1545823,K. Pavlidi,x
1028543,Yilmaz Arslan,x
144044,Herbert Blaché,m
1589168,Mark Jury,x
1004015,Derek Cole,x
1447500,Audrey Stedman,x
507728,Yorgos Noussias,x
100734,Johannes Roberts,m
1015852,Phil Tucker,x
136345,Sean Byrne,m
1402247,Selim Azzazi,x
112391,Veljko Bulajić,m
233213,Mauri Kunnas,x
1444764,Michele Civetta,x
1623883,Pratim D Gupta,x
1369026,Ronnie Sandahl,x
1221798,Robert Stevens,m
1285799,Richard Ray Perez,x
131844,Lawrence Gough,x
1841561,Kether Abeles,x
13615,Harry Elfont,x
10855,Chris Gorak,m
1763088,Dustin Pappas,m
966288,Tony Martin,m
1683468,Adam Fields,m
30683,Gary Graver,m
34170,Frank R. Strayer,x
835262,Mads Matthiesen,m
1734467,Christophe Le Chanu,x
17465,Jacques Ouaniche,x
1187187,Monica Ochoa,f
1065737,Ron Morales,m
937151,Félix Viscarret,x
134129,Benny Boom,m
97967,Ismael Rodríguez,x
240845,Keita Amemiya,m
1134232,Kazuyuki Shibuya,x
1562287,Barbara Amato,x
1001912,Anne-Sophie Birot,x
15672,Nadia Tass,x
1042220,Sándor Kardos,m
1389033,Alex Goyette,x
1405877,Triin Ruumet,x
108893,Jordan Barker,m
130143,Howard Hall,m
140371,Scott P. Levy,m
1486527,Arturo R. Jiménez,x
1043784,Gerardo Vera,x
1344842,Renetta G. Amador,f
86,Bruce Brown,m
1233237,Kathleen Marshall,f
107563,Shunya Ito,m
59031,Didier Bourdon,m
1542312,Maia Imedashvili,x
94237,Graeme Ferguson,m
305750,Patrik-Ian Polk,m
61087,Mennan Yapo,x
584802,Alberto Mar,x
1127472,Paul Barry,x
1187948,Phil Rawlins,x
84013,Pinchas Perry,x
37597,Charlie Stratton,x
1452270,Larry Yang,x
507840,Yoav Paz,x
585412,N. Maharajan,x
949244,Matthew Cooke,m
118123,Pollo de Pimentel,x
1295092,Inna Tumanyan,x
169448,Richie Keen,m
1798039,Mathilde Bouts,x
17167,Andy Tennant,m
42640,Andy Hurst,m
1302737,Luke Guidici,x
1681473,Max Day,x
107699,Boris Acosta,x
1201952,Katharina Riedler,x
1350808,Sarah Schultz,f
1265892,Xiaoling Zhu,x
985124,Van Fischer,x
1080309,Susanne Ofteringer,x
1409547,Christina Hall,x
988933,Jack Bohrer,x
1134293,Pinja Partanen,x
116186,Lowell Sherman,x
57796,Udo Beissel,m
76809,Reynaldo Rodriguez,x
1061179,Peder Norlund,x
1012088,James Benning,m
1187602,John Pilger,x
9082,Harold D. Schuster,x
123642,Siu-hung Chung,x
1111714,Cory James Krueckeberg,x
221200,Basil Coleman,x
201279,Donald Shebib,m
236477,Hugh Hennesy,x
587815,Lisa C. Satriano,f
233912,Álvaro Brechner,m
1140436,Lana Wilson,x
22215,Michael Showalter,m
1327113,Jaco Smit,x
1189049,Zak Levitt,x
1072046,Travis Wilkerson,m
1152108,Dag Yngvesson,m
123009,Gen Takahashi,x
1188038,Julie Cypher,x
240542,Leonardo Ricagni,m
238716,Alfred Leslie,x
1631516,Cliff Lanning,m
57639,Tonino Valerii,m
8012,Alan Barillaro,x
1187819,Matthew Weiner,m
142506,Aleksandr Stolper,x
54362,Gérard Guérin,x
1100340,Tommy Wiklund,x
225499,J. Mills Goodloe,m
582462,Anatoli Markelov,x
1262867,Babak Anvari,x
59432,Carlos Brooks,m
157301,Will Mackenzie,m
252740,Leone Pompucci,x
61111,Tara Subkoff,f
1018332,Nathan Morlando,x
291263,Jordan Peele,m
1844,Til Schweiger,m
1213681,David Tomblin,x
129560,Ben Silvey,x
1447556,Claire Williams,x
71696,Serge Rodnunsky,m
1035,Paul Schrader,x
1451798,Dieter Busch,x
90812,Scott Mann,x
1204410,Robert Mullan,x
81327,David Nerlich,x
994163,Lee Friedlander,x
1451272,Jeff Dickson,x
1086426,Sylvie Michel,x
1289490,Ryoo Seung-jin,x
1117482,David Delrieux,x
87386,Neal Jimenez,x
1459244,Kathleen Soltysiak,x
115372,Ralph Smart,m
96324,Gadi Harel,x
962903,Celina Murga,f
1085513,Andrew Disney,x
1436238,Rowena Ladbury,f
1657763,Scott Dalton,x
1403002,Irene Maffei,x
1652546,Kevin Van Stevenson,x
1503143,Carlos Kaimakamian Carrau,x
1158484,Eric Walter,x
10586,Richard Lester,x
114629,Philippe Mora,x
85013,Stéphane Giusti,x
115010,Yagmur Taylan,x
1776618,Frances McDowell,x
115091,R. Ellis Frazier,x
1108,Shane Black,m
1109615,Jaron Henrie-McCrea,x
21647,Gérard Krawczyk,m
257213,Serge Meynard,x
1286322,Michael Criscione,x
1399029,Sarah Auerswald,f
1624414,Alexis Bloom,x
20387,Clea DuVall,f
1036768,Xavier Villaverde,x
74112,Fabien Onteniente,x
1020700,Mandy Stein,x
939364,Curt Hahn,x
1267073,Marinus Groothof,x
130482,Mary McGuckian,f
1427250,Jimi Tenor,x
1170106,Anthony Chen,x
1421603,Ben Patterson,x
19244,Michael Winner,m
80215,Charles Stone III,m
31890,Luigi Zampa,x
1142661,Mohammad-Ali Talebi,x
939460,Franck Ribière,x
1063051,Leticia Jorge,x
46608,Jack N. Reddish,m
73007,Nana Neul,x
223274,Inês de Medeiros,x
1452871,Marcelo Epstein,m
1813931,Danni Lizaitis,x
1382224,Ido Haar,x
1679472,Adrian Tanner,x
1903535,Kiran Ramsay,x
462153,Maurice Murphy,x
1760513,David Kelley,x
1571805,Benjamin Cleary,x
1224653,Tawnia McKiernan,x
1529413,Giulio Berruti,x
1569541,Michael Goode,x
1540872,Timothy James Kane,x
1447210,Robert Hughes,m
1245933,Barry Bruce,m
1893178,Raoul Pagel,x
1111673,Brett Harvey,x
1305305,Sidney M. Goldin,x
3774,Joshua Sinclair,m
87022,Marni Banack,x
94749,Jiang Xiao,x
1637778,Melchior Zwyer,x
36188,Larry Meistrich,m
116799,Greta Schiller,x
7918,Bud Luckey,m
1496661,Renée Rosenfeld,x
1610864,Stéphane Thibault,x
42793,Byun Young-Joo,x
78135,Gregory Wilson,x
19766,Sook-Yin Lee,f
1191038,Pavel Parkhomenko,x
217562,Adrian Moat,x
139349,Kerthy Fix,f
578064,Ceri Levy,x
226615,Daryn Tufts,x
1258748,Joe Halderman,x
21251,Robert Lee,x
1484009,Christian Desmares,x
1383268,Jens Östberg,x
206485,Ravi Patel,m
1054394,Ram,m
1206516,Zoe Mavroudi,x
1773469,Yan Angosse,x
1192525,Heather Toone,x
1401440,Lasse Barkfors,x
1056170,Jamie Bradshaw,x
19396,John Brahm,m
77269,John Crowley,m
1434946,Aria Harrison,x
38516,Denys Arcand,m
888144,Whitney Smith,f
99234,William Grefe,x
70900,Janet Chun,x
1250945,Özcan Deniz,x
1537995,Hamao Negishi,x
1171199,Sergio Morabito,x
1668641,Robert Veze,x
1701518,Pierre Coré,x
6431,Darren Aronofsky,m
5509,Wolfgang Kohlhaase,m
50460,Michael Mayer,m
11240,Malin Fornander,x
130750,Peter Askin,m
52968,Russell Mulcahy,m
1044415,Hannah Hempstead,f
1857588,Zoé Van Cauwelaert,x
120757,James Tinling,m
77259,David Johndrow,x
230202,Peter Raymont,m
564272,Michael Barnett,x
119194,Yannick Dahan,x
21491,Haruyasu Noguchi,x
1513673,Jake Gavin,x
76349,Bradley Beesley,m
25009,Raul Inglis,m
113830,Chad Rosen,x
1394638,Nikole Beckwith,x
1077363,Peter Rinaldi,x
91331,Scott Harper,x
1480623,Joshua Tunick,x
72477,Sergio Citti,m
932651,Franco Indovina,x
35785,Siddharth Anand,m
1515064,Buz Alexander,x
24264,Craig Ferguson,m
1293739,Alexandra Torterotot,x
1742719,Mahyar Abousaeedi,x
1086353,Matías Piñeiro,x
1447791,Hannaleena Hauru,x
144063,Victor Heerman,m
93396,Jacob Tierney,m
127486,Alan Grint,m
1833605,Caroline Sutton-Osbourn,f
84074,Jay Karas,x
1131434,Richard Brander,x
147095,Bill Bryden,m
100921,David Attwood,m
1033866,Deborah Warner,x
101222,Geoff Klein,x
1276454,Adriana Barbaro,x
138699,Patxi Amézcua,x
65678,John Lafia,m
1276823,Cary Murnion,x
177532,Marielle Heller,f
1567485,Wilbert Rideau,x
87623,Naohisa Inoue,x
1461363,Brian Kesinger,x
195972,Charles Norton,x
131397,So Yong Kim,f
1191485,Cecily Brown,x
127279,Andrew Lancaster,m
1261723,Nicholas Dimitropoulos,x
1486200,Mali Cilla,x
347,Tom Rooker,m
635846,Tom Whitus,m
1485785,Timon Birkhofer,x
1858064,Bob Hurrie,x
1064947,Katy Chevigny,x
17623,Guillaume Nicloux,x
1444768,Terence Koh,x
570242,Marina Spada,x
995462,Gregory Plotkin,x
23951,Raffaele Mertes,m
37146,Luc Andrieux,x
939308,Joel DeMott,x
236417,Jan Gruyaert,x
1424108,Steven Piet,x
58338,John Bruno,m
1265614,Ghazi Albuliwi,x
1042075,Robert Lillhonga,x
557222,Stig Björkman,x
120884,Robert Totten,m
45645,Deran Sarafian,m
933748,Chris Mortensen,m
114468,Kevin James Dobson,m
23217,Aubrey Powell,x
1372131,Pamela Willis,x
126597,Stéphane Aubier,x
75003,David Dodson,x
146745,Joe Maggio,m
1499624,Raam Reddy,x
1583005,William Cody,x
15812,Roger Allers,m
121962,Rudy Soedjarwo,x
1390905,Paul Tomborello,x
1114508,Theodor Halacu-Nicon,x
20638,Han Sanping,x
1415583,Tanya Mazur,f
124904,Thibaut de Longeville,x
18868,Jerome Robbins,m
1053264,Manuel Iborra,m
88237,Jacek Borusinski,x
1513563,Arthur Allen,x
1489560,Robin Pront,m
939337,Will Sharpe,x
124902,Kenji Uchida,x
1825451,Melinda Ziyadat,x
1732801,Karen Mattingly,f
1805475,Kimberly Senior,x
213294,Maksim Shtraukh,x
236104,Eijirô Wakabayashi,m
124635,Billy O'Brien,m
210550,Kilian Riedhof,m
1414867,Sacha Jenkins,x
129147,David VonAllmen,x
544621,Vladimir Rogovoy,x
1479447,Josh Forbes,x
1388631,Rick Castro,x
82648,Sam Bozzo,x
1155329,Daniel Lusko,x
82351,Henrik Ruben Genz,x
59338,Sven Unterwaldt Jr.,m
42649,Sofia Shinas,f
1469578,Larry Lund,x
1071740,Urban Gad,x
9894,Bernhard Wicki,x
1410220,Stephanie Angel,x
88472,Matteo Oleotto,x
84165,Michael Dinner,m
1419611,Roxanne Cuenca,x
1227247,Walter C. Miller,m
1314863,Mika Lehtinen,x
1443997,Pavla Marková,x
1094057,Hans Richter,m
928939,Jonathan Watson,x
229269,Marco Martani,x
225140,Maurizio Nichetti,m
223314,Jos de Putter,x
232190,U. Roberto Romano,x
146445,Çağatay Tosun,x
107131,Peter Spirer,m
1441755,Cosima Lohse,x
98107,Graham Linehan,m
937777,Ingo Rasper,x
1607982,Robert Mrazek,x
87851,Ineke Houtman,f
227412,Kieron J. Walsh,x
1727235,Katia Olivo,x
1463241,Jun Lofamia,x
12529,Carlos Cuarón,m
1399979,Anthony Pettine,x
30309,Peter Greenaway,m
25453,Stefen Fangmeier,x
79113,John Tatoulis,x
99070,Donna Davies,x
1317784,Bob Seeley,x
1296107,Kim Young-tak,m
253245,Bethel Buckalew,x
107753,Shamim Sarif,f
1045188,Charlie Vaughn,m
995558,Aaron Marshall,m
135534,Léa Pool,f
190514,James MacTaggart,m
1198233,Pacho Velez,x
143593,Xavier Dolan,m
1595991,Liina Trishkina,x
240638,Regina Schilling,x
51634,Hermine Huntgeburth,f
17403,Mike Judge,m
1115973,Eric Hurt,m
57434,Amy Heckerling,f
1534028,Nicole Henry,x
11432,T. Hee,x
1078833,Kong Yeung,x
117718,Pat Jackson,m
550669,Andrew Rossi,m
126303,Eric Steven Stahl,m
145057,Bette Gordon,f
1188,Kim Ki-duk,m
1163167,Jeremy Neish,x
10965,Chris Columbus,m
1732201,Lahouassa Elise,x
107463,Del Tenney,m
1538344,Sandrine Muller,x
1441372,Helga Ungurait,x
89702,W. Lee Wilder,m
144256,Herb Gardner,m
58448,Penelope Spheeris,x
1067966,Harold L. Muller,x
65981,Ng See-Yuen,m
1293710,Lee Hae-young,m
1384678,Chris Tasara,x
16644,Dolph Lundgren,m
190873,Jessica Hobbs,f
928773,Alexis Durand-Brault,x
131162,Chi Y. Lee,x
67593,Leslie Megahey,x
1075513,Helvécio Ratton,x
8830,Henry B. Walthall,m
60923,Will Speck,m
87671,John Moffitt,m
4027,Frank Darabont,m
1252593,Fredde Granberg,m
1603901,Maria Coveou,x
1414,Goro Miyazaki,x
132876,Brad Peyton,m
163097,John David Coles,m
1157585,Jerome Storm,x
1174090,Farren Blackburn,x
1375046,Lorena Muñoz,x
1213778,Michael J. Weithorn,x
89264,Spencer Williams,m
1507577,Marvin Stuart,m
111481,Sophon Sakdaphisit,m
95893,James Strong,x
114001,Markus Goller,m
103586,Simon Shore,m
76547,Aksel Hennie,m
13862,Carter De Haven Jr.,x
17735,Mike White,m
117158,Kazuya Konaka,x
9868,Peter R. Hunt,x
69541,Jean-Marie Pallardy,m
989877,Bharat Rangachary,x
1652433,Anthony J. Nahar,x
229378,Robbie Pickering,x
1056708,Roberto Fiesco,m
1098037,Katherine Fairfax Wright,x
92015,Lu Chuan,m
1806805,Tim Sereda,x
147207,Corey Michael Eubanks,m
964702,Christian Tureaud,m
2178,Forest Whitaker,m
106381,Norman J. Warren,m
946395,AJ Schnack,m
44726,Waris Hussein,m
1167037,Yolanda Ramke,x
1021423,Scott Di Lalla,x
4458,Paprika Steen,x
72891,Amando de Ossorio,m
102967,Oliver Hodge,x
1278694,Malu De Martino,x
1534549,Joel Moser,x
57854,Cheryl Hines,f
62468,Jean-Michel Lacor,x
134811,Kōji Wakamatsu,m
1526512,Seth Copans,x
1209863,Wendy J.N. Lee,x
1591875,Christopher Bedford,x
12987,David Zucker,m
93288,Sarah Gavron,x
99805,Clay Westervelt,m
144792,Bruno Romy,x
26473,Fisher Stevens,m
1451566,Ioannis Tzakiridis,x
129373,Terry Klassen,x
87014,Marcelo Piñeyro,m
62826,Ed Hansen,x
64883,Kang Je-gyu,x
5192,Marco Kreuzpaintner,m
96411,Claude Whatham,x
123909,Antonio Bido,x
110329,Mike Million,x
1091857,Raúl de la Fuente,x
208119,Peter Templeman,x
584335,Daniel Burman,m
1089399,Bartosz Konopka,m
1090090,Bo Mathorne,x
232235,Thomas Michael Donnelly,m
4489,Steve Oedekerk,m
1417074,Ron Link,x
90574,Ishai Setton,x
33781,Gilles Grangier,x
61290,Matthew O'Callaghan,m
73499,Bruce McCulloch,m
103866,Åke Lindman,m
1139079,William C. de Mille,x
157783,Tony Tang,m
21905,Danny Pang,m
1350254,Dian Hristov,m
21320,Danielle Harris,f
1192534,Zoltan Paul,x
84818,Jacques Besnard,x
119498,Joann Sfar,m
72914,Tom Hedegaard,x
212750,Michael Palmieri,x
86004,Joseph H. Lewis,x
1301158,Markus Dietrich,x
226326,Lucas Reiner,x
2384,Bernard Williams,m
101809,Graham Reznick,x
1128289,Thomas Imbach,x
552028,Herman Shumlin,m
77101,Edward Buzzell,m
1102384,Brian Knappenberger,m
935279,J. Davis,x
717,Eleanor Bergstein,f
24657,Franco Zeffirelli,m
1303938,Vincent Masciale,x
17825,Shawn Levy,m
980189,Gary Tarn,x
239386,Yasuharu Hasebe,x
38527,Robert Lepage,m
1041470,Kôji Maeda,x
32312,Ugo Tognazzi,m
1661669,Bruno Chauffard,x
87378,Ayan Mukherjee,x
134856,Matt Harlock,x
1108194,Jesse Vile,x
1126054,Jakob Schuh,m
134705,Guy Magar,x
1486660,Paul Andresen,x
36045,John Huckert,x
1177865,Hugh Munro Neely,x
148772,Miguel Bardem,m
995364,Ana Sofia Joanes,x
56913,Stephen Carpenter,m
1756286,Maria Gigante,x
1577965,Sandi Cameron,x
96001,John Kent Harrison,m
1518457,Louise Hall,f
33315,Richard Loncraine,m
175710,Robert Lewis,m
1211440,Peter Meyer,x
1498350,Jamie M. Dagg,x
3950,Len Wiseman,m
158050,Chris Fiore,x
1204435,Marco Bellone,x
74296,Teller,x
53942,Jeremy Coon,m
54710,Jody Hill,m
72682,Torkel Knutsson,x
1855782,Linda Montanti,x
1216562,Mark Baldo,x
7313,Steve Box,m
45426,Nathan Adloff,x
1168126,Daniel A. Miller,x
1200018,Yves Hinant,x
1081895,Renato Ciasca,x
550886,Peter Cohen,x
111883,Billy Morrissette,m
1531630,Rob Baard,x
1158868,Zhuang Xiang Zeng,x
1017624,Dominic Savage,m
1410272,Jose Luis Gonzalez,x
69537,Hervé Palud,m
236337,Javier Recio Garcia,x
97373,Tetsuo Imazawa,x
17247,Po-Chih Leong,m
1376644,José Ramón Zabaleta,x
19328,Dick Powell,m
1425931,Rebecca Boyle,x
107704,Rodrigo Blaas,m
1161657,Michael Beach Nichols,x
67818,Andy Byatt,x
44916,Stanley Tong,m
1112607,Rustam Branaman,m
80482,Gary Weis,m
3793,Max Slater,x
50922,Pablo Fendrik,m
131902,Rajiv Mehra,x
79542,Charles Burns,x
1020732,Marzieh Makhmalbaf,x
177306,Adam Kassen,m
545138,Sean Hogan,x
102303,Emilio Gómez Muriel,m
55806,Denis Dercourt,x
1026374,Leonide Moguy,x
237282,Vladimir Fetin,x
1347775,Shannon Kenny,f
93004,Tommi Korpela,m
40025,Özer Kiziltan,x
1718765,Nebojša Andrić,x
17447,Terry Zwigoff,x
92937,David Daniel,m
1037992,Zack Parker,x
35005,Jeremy Brock,m
1300939,Steve Jamison,x
78188,Whit Stillman,m
115726,Mark Anthony Galluzzo,m
140249,Robert Dyke,x
131468,William Greaves,m
4339,Paul Crowder,m
228568,Gough Lewis,x
1649182,Angela Martelli,x
1062868,Jorge Bodanzky,x
1836262,Carl Roméo,x
152222,Paul Powell,m
114512,Lloyd Nelson,x
114540,Martin Zandvliet,x
146599,Yaroslav Chevazhevskiy,x
1651259,Florence Malraux,x
1439418,Jake Worden,x
1087885,Andrew Kukura,m
772490,Julian Johnson,m
142618,Adam Curtis,m
1335885,Jeremiah Buckhalt,x
1460799,Susan Williams,f
1414870,Tony Vainuku,x
132495,Mai Tominaga,x
232631,Digna Sinke,x
1453319,Faye Brenner,x
1457395,Marie Beaulieu,x
1408012,Mark Aizenberg,x
1074446,Pier Francesco Pingitore,x
834,Otto Preminger,m
1304310,Josef Wladyka,x
1609401,Steven Mussman,x
1399892,Lisa McNeil,f
26134,Roy Ward Baker,m
78615,Phil Roman,m
161932,Jim Rash,m
52344,Julien Rappeneau,x
563614,Juliet Lamont,x
1444767,Zachary Croitoroo,x
1640413,Anne von Sydow,x
1093503,Scooter Downey,x
54733,Greg Mottola,m
57731,Carl Macek,m
969935,Chris Witherspoon,m
51034,Brett Sullivan,m
551581,Omar Al-Qattan,x
552707,Geoffrey Enthoven,m
574848,Tim Wolochatiuk,x
1416344,Lloyd Handwerker,x
151843,Robert Scheerer,m
931600,Parris Patton,m
1734786,Tim Singh,x
1137217,Scott L. Flynn,x
88712,Chris Waitt,x
28761,Ivan Andonov,m
2653,Herbert Coleman,m
1023526,Juan Felipe Orozco,x
1658495,Nick Noe,x
1300,John August,m
67925,Kazuhisa Takenôchi,x
1604206,Jay Silverman,x
50099,Shuki Levy,m
1327256,Shin Jae-Young,x
1018072,Adam Abraham,x
544158,Russell DeGrazier,m
1340773,Carolyn Tolley,x
1085050,Emily Lou,f
84021,Paul Gross,m
138352,Alberto Cortés,x
1180690,Joshua Caldwell,x
285104,Nabil Ayouch,x
144821,Vsevolod Pudovkin,m
585115,Hiromichi Horikawa,x
1202099,Roland af Hällström,x
1081892,Mark Moskowitz,x
82714,Alan Clarke,m
89537,Sydney Streeter,x
1480124,Todd Manes,m
29720,Abel Gance,m
1012174,Su Friedrich,f
1645782,Duongjai Samkratthakit,x
543943,Yevgeni Karelov,x
56660,Lorna Cook,f
33880,Dick Lowry,m
20024,Amos Gitai,m
1034296,Orri Jónsson,x
935853,John Roecker,x
24559,Santiago Otheguy,x
9320,Cori Glazer,x
5974,Reza Bagher,x
1380244,Blaž Završnik,x
134788,Christos Georgiou,x
1136307,Ryo Nishimura,x
1816356,Sarah Hood,x
1076979,Prawal Raman,x
1413681,Jules Schwerin,x
222195,Rachel Jardine,x
1054391,Maksim Korostyshevsky,x
19450,Bob Rafelson,m
38899,László Szabó,x
1225107,Meredith Edwards,m
1483827,Sid Karne,x
1101368,Paul Spurrier,m
72712,Patrik Syversen,m
88912,Matti Grönberg,x
31511,Grant Heslov,m
931610,Beata Gårdeler,x
1161014,Andrew Jones,x
1116485,Todd Kellstein,x
654199,Marshall Cook,m
1330328,Zafar Hai,x
568291,John Johnson,m
145221,Joe Menendez,x
133526,Laura Mañá,f
1458560,Chris Roufs,x
68707,Masayuki Suo,x
30008,Leo McCarey,m
58897,Sam Fell,m
79392,Alexander Yellen,m
338048,Felix Feist,x
1765196,Samantha Telford,x
26457,Matthew Lillard,m
15309,Lori Petty,f
1387267,Kiran Kaur Saini,x
1178463,Edward L. Marin,x
3897,Katie Holmes,f
55761,Veit Harlan,x
934803,Josh Trank,m
126882,Declan O'Brien,m
109186,Bill Sherwood,x
1223175,Elizabeth Allen Rosenbaum,f
570531,Juana Macías,f
15993,Michael Pataki,x
238156,Mae Czarina Cruz,f
101142,Luigi Scattini,m
88039,Steven R. Monroe,m
515867,Giancarlo Volpe,m
47517,Roy Boulting,m
8557,Fernando Meirelles,m
89575,Marcos Carnevale,m
562142,Frank Merle,x
220518,Andrea Nix,x
1775565,Jack Pettibone Riccobono,x
31439,Bryan Forbes,x
78747,Mani Ratnam,m
1173102,Garth Davis,m
