director_id,name,gender
2055,Robert Davi,m
1047497,Christian Bisceglia,x
4869,Craig McKay,m
1293457,Rodolphe Lauga,x
52991,Sam Hoffman,m
1166358,Dhavala Satyam,x
1174121,Fabien Garcia,x
1419971,Aditya Sarpotdar,x
28523,Dietrich Brüggemann,m
89886,Juan Carlos Pineiro-Escoriaza,x
1795624,Michael Penland,x
1404197,Nick DiRosa,x
17608,Rowan Joffe,m
5303,Rafael Osorio,m
41406,Stuart Margolin,m
90076,Will Price,m
1764615,Renata Clerici,x
1304735,Pepito Diaz,x
1399842,Bilall Fallah,x
81825,Don Jurwich,x
1272324,Pipilotti Rist,x
46997,Alan Gibson,m
88837,Larry Blamire,m
69681,Philippe Labro,x
83793,Riad Sattouf,x
8558,Joe Alves,m
1330498,Rania Attieh,x
1412121,Anthony Scott Burns,m
1161024,Omar Mullick,x
227565,Ronald Bronstein,m
1615888,Yasushi Kawamura,x
1341345,Jackie Saunders,x
1180949,Robert Taylor,m
6046,Roland Emmerich,m
72133,Vicente Amorim,x
548373,Hisayuki Toriumi,x
103149,Trygve Allister Diesen,m
1359838,Earl Haley,x
1184213,Philip Frank Messina,x
31937,Frank Ernst,m
1537557,Mary Soan,x
4645,Barbara Albert,f
1387507,Tara Wright,x
1461866,Judith de Repentigny,x
1183409,Agnieszka Lukasiak,x
18023,Robert Carlyle,m
28169,Paul Flaherty,m
1734267,Curt Wiser,x
1615260,Dave Dunnet,x
642,Laura Lau,f
52837,Perry Henzell,x
49063,Barry Shear,m
30706,Lionel Jeffries,x
240363,Laurie Gwen Shapiro,f
69786,Giovanni Guareschi,x
575123,Per-Olav Sørensen,x
1441757,Tine Rogoll,x
55420,William Arntz,m
16922,Jean-Paul Rouve,x
120247,Andrew Gurland,m
1444970,Rachel Griffiths,x
233485,Denis Thybaud,x
72709,Karel Reisz,m
17242,Robert Schwartzman,m
1445413,Ilya Chaiken,x
1039527,Tyler Gillett,m
1788450,Patrick McConnell,x
1435013,Javier Muñoz,x
122452,Tom O'Horgan,x
1216417,Euros Lyn,x
1780819,Alex Kalimát,m
86543,David Attenborough,m
83189,Paolo Virzì,m
123099,José María Forqué,m
1418980,Margarita Manda,x
412977,Hanna Polak,x
1560272,Nila Neukum,x
1348397,Michael Bidinger,x
1662401,Julia Schachter,x
1354695,Oklahoma Ward,x
67753,Mark L. Lester,m
89924,William Clemens,m
1481690,Francesco Cinieri,x
1446046,Merve Kuzeyli,x
115226,Eric Mendelsohn,m
12325,Gustaf Gründgens,m
36043,Kevin O'Neill,m
34580,Henri Verneuil,m
168667,Jason Moore,m
1809700,Ryan Kosmynka,x
1469397,Tom Daley,x
1276671,Rob Kuhns,x
54273,Philippe Claudel,x
7312,Angela Robinson,f
1545175,Aksinya Gog,x
122731,Peter Miller,m
1149583,BJ McDonnell,x
224872,Byron Chudnow,x
1469920,R. Ajay Gnanamuthu,x
107274,Richard Rich,m
121760,David Beaird,x
225892,Patrick Schulmann,x
1135340,Ong-Art Singlumpong,x
235302,Duane Baughman,x
139139,Lance Edmands,m
1348081,Arthur S. Black Jr.,x
1182809,Hamid Nematollah,x
59330,Ron Nyswaner,m
1392147,José Luis Sepúlveda,x
1797472,Zoe McCarthy,x
10450,Michael O'Donoghue,m
1390389,Louise Wade,x
1267228,Elliot Goldner,x
1411705,Hope Williams,x
1480930,Aleksandr Zakharov,x
73098,Karsten Kiilerich,x
83762,Yasuomi Umetsu,x
93904,Irving Rapper,m
1817447,Zach Twardowski,m
36172,Al Waxman,m
108758,Daniel Short,x
123990,Reed Cowan,m
41355,Dimitri Logothetis,m
89020,Sagar Ballary,m
423584,Lixin Fan,x
1010628,Wanda Tuchock,f
58628,Sara Sugarman,f
59767,Warren Coleman,m
1486838,Guy-Roger Duvert,x
22795,Kurt Maetzig,m
142865,Jean Vigo,m
1006860,Benjamin Whalley,x
1386745,James Crump,x
1535539,Seth Cirker,x
145452,Tito Davison,x
88796,Sangeeth Sivan,x
20657,Cristian Mungiu,m
160848,Jack McCoy,x
129534,Art Clokey,x
58251,Elaine May,f
552982,Kodi Rama Krishna,x
1037760,Paul Hyett,x
120883,James Steven Sadwith,x
27866,Fons Rademakers,m
137495,Shūji Terayama,x
1504421,David Cánovas,x
107627,Marco Amenta,x
578538,Samuel Guillaume,x
239256,Selçuk Aydemir,x
1470490,Jason Kovacsev,x
131786,James Bryan,x
1636056,Henrik Norrthon,x
178998,Jack Regas,x
1747598,Birgit Grosskopf,x
1210543,Mattie Do,x
1668433,Jasmeet Dhodhi,x
17183,Jackie Earle Haley,m
1797118,Barbara Maia,x
1821621,Alexandre O. Philippe,x
48805,Alan Ormsby,m
33064,Henry Koster,m
1301719,Berto Pelosso,x
1657569,Darren Chase,x
58868,Troy Miller,m
74341,Matt Maiellaro,x
1183228,Ray Laurent,x
145596,Peter de Baan,x
1692687,Matthijs van Heijningen Jr.,m
1877151,Gabriela Gurrola,x
147474,Wilson Coneybeare,x
15217,Zack Snyder,m
1364052,Billy Senese,x
554113,Michael Blum,x
449,Jay Baruchel,m
1641280,Américo Fernández,x
1433044,Isabelle Vitari,f
109253,Costa Botes,x
18800,George Amy,m
18910,Dick Clement,m
1464449,Shalini Kantayya,x
81692,Stephen Bridgewater,m
1354959,Justin Tipping,x
57290,Pino Van Lamsweerde,x
1175813,Fire Lee Ka-Wing,x
109822,Paul Rachman,m
49208,E.A. Dupont,m
1161135,F. Percy Smith,x
1486946,Jean-François Dion,x
20976,T.J. Scott,m
1294471,Hwang Dong-hyuk,m
54358,Patrick Grandperret,m
235876,Andrey Smirnov,m
117691,James P. Hogan,x
54229,Charles Crossin,x
1640786,Sanna Hedström,x
64877,Rod Daniel,x
1074445,Peter W. Kunhardt,x
1093241,Irv Spector,m
101233,Michael Winnick,x
64949,Phil Nibbelink,m
1558575,Nóra Richter,x
1247192,Noland Walker,x
1535305,Shelley Crawford,x
74565,Jack Kinney,m
139056,Stig Lasseby,x
1511526,Lisa Rerrie,x
8346,Jerry Ziesmer,m
1615259,James Beihold,x
1044951,Beverly Kopf,f
75882,S.R. Bindler,x
1150877,Maksim Sveshnikov,x
1673684,Trevor White,x
12079,Kelly Asbury,m
58518,Blair Hayes,x
42205,Jag Mundhra,m
5452,Dick Rickard,x
230320,Todd Verow,x
107533,Cristi Puiu,x
94085,Bobby Gene Leonard,m
21808,Matthew Chapman,m
44554,Alain Berbérian,m
939251,David Paige,x
172427,Gary Harvey,m
148874,Robert G. Vignola,x
150347,John Dower,m
80671,John Sanford,m
1078398,Aaron C. Peer,x
1531885,Jason M. Fitzpatrick,x
99384,Ken Cameron,x
1542607,Yoshinobu Nakagawa,x
74257,Peter Joseph,m
1569830,John Glasser,x
1149038,Duane Journey,x
1302562,Réka Bucsi,x
106715,Steven Lovy,m
137180,Don Griffith,x
1615256,Michael Peraza Jr.,m
1106092,Malcolm Clarke,x
1018106,S. Craig Zahler,m
29447,Bob Keen,m
1375977,Nate D. Slott,x
1285798,Ben Cotner,x
1374853,César Villanueva,x
237848,Jacques Fansten,x
1581193,Marco van Belle,x
1264512,Sean Leonard,x
76999,Jess Weixler,f
95995,Genie Joseph,x
1158250,Ralph Ceder,x
1450846,Hemal Trivedi,x
1846755,Adil Abdelwahab,x
11090,Edgar Wright,m
1124976,Alexander Poe,x
1529269,Mandy Mason,f
566294,Patricio Guzmán,m
21544,Richard C. Sarafian,x
109745,Lee Toland Krieger,m
1328953,V. Tomakh,x
148620,Lewis D. Collins,m
40607,Peter Scheerer,m
935868,Bobby A. Suarez,x
95771,Leslie Fenton,x
118448,Frank Heath,x
141688,Gary McKendry,x
81693,David S. Cass Sr.,m
1733240,Eric S. Potechin,x
24547,René Manzor,m
1046821,Osamu Fukutani,x
96666,Víctor Maldonado,x
65727,Sam Jaeger,x
231258,John W. Rogers,m
1695015,Ludovic Bernard,x
1772093,Ricardo Herrera,x
1668947,Derek Jones,x
205475,Marcus Cole,m
127723,Barbara Topsøe-Rothenborg,x
212,David Cross,m
98812,Choice Skinner,m
62516,Marc Jenny,m
1039535,Patrick Forbes,x
75990,Marc Gracie,x
52606,Dennis Lee,m
958722,Eiko Ishioka,f
1061573,Dana Brown,x
1114972,Josh Bishop,x
935860,Seth Pinkser,x
28487,Andy Wilson,m
958895,Fred Cline,m
12846,William A. Fraker,m
1878129,Niranjan,x
1643796,Steffi Kammerer,x
221437,Clemens Klopfenstein,x
1369325,One9,x
1371059,Robert Sterne,x
1013108,Aleksey Nuzhnyy,x
101410,Frank Packard,x
20219,J. Mackye Gruber,m
143894,Eric Heffron,x
139098,Derek Cianfrance,m
1413077,Ram Madhvani,x
967330,Tom Green,m
101627,Daryl Goldberg,m
18618,Bettina Blümner,x
1464967,Carol A. Compton,x
2490,Alexander Korda,m
1312092,Sharat Katariya,x
68949,Gedeon Naudet,x
1458870,Giancarlo Lui,x
58037,Ben Ramsey,m
1138956,Magdalena Segieda,f
1492141,Walter Prieto,x
1156073,Andy Kolker,x
85488,Tim Skousen,m
937129,Jean-Xavier de Lestrade,x
1266051,Leo Riley,x
1217165,Joshua Shelley,x
1068008,Hillman Curtis,m
1296818,Joshua Overbay,x
1212587,James Head,m
550948,Çetin Inanç,x
1152046,Mitra Farahani,x
115899,Frank Theys,x
237073,Blaise Cendrars,x
122673,Wendy Jo Carlton,f
85311,Masanori Hata,x
1018810,Drew Maxwell,x
66795,Nacho Cerdà,m
935911,Evan Kelly,m
1053900,Jim Munroe,x
48566,Alf Sjöberg,x
110166,John Holowach,x
1064542,David Ryan Keith,x
1121281,Joel Hershman,m
80721,Catti Edfeldt,x
1738289,"John Stalberg, Jr.",x
104561,Craig Roberts,m
123461,Clas Lindberg,x
1021385,James E. Casey,x
130030,Chantal Akerman,f
1788799,Bx Giongrete,x
138,Quentin Tarantino,m
125729,Kim Jeong-kwon,x
1085115,Gary Mak,x
204725,Anna Zielinski,f
138796,Brett Dollar,x
605813,Patrick G. Donahue,x
1836887,Michael Stevenson,x
999845,Florián Rey,m
1291305,Chiu Keng Guan,m
1201869,J.B.L. Noel,x
930791,Herbert Brenon,m
1498847,Kate Geis,x
1149323,Petri Luukkainen,x
1138163,Stacie Passon,x
1816952,Joseph Gannon,x
1387372,Alison Thorne,x
986015,Paul China,x
1210319,Jouni Hokkanen,x
1163170,Brian Wiser,x
60448,Donald Hauer,m
1252638,Kazuya Murata,x
1108200,Ted Koland,x
636517,Agustí Vila,x
55916,Gabriele Salvatores,x
29706,Harvey Miller,m
54510,Duane Adler,m
1169736,Rob Bruce,x
40615,Jerzy Kawalerowicz,m
1090625,Paz Encina,f
1767044,Mac Monks,x
174529,John McDermott,x
61961,Dave Thomas,m
1485172,Yona Prost,x
1592275,Jonathan D. Bucari,x
82413,Jack Conway,m
125090,Ernst Hofbauer,x
938678,Muscha,x
89683,Alfred Santell,m
1768140,Marco Santoro,x
16412,William Conrad,m
98614,Jeffrey Obrow,m
1053389,Greg Gricus,x
937230,Sergei Loban,x
1163048,Manuel von Stürler,x
999886,Andrew Bennison,x
11688,Jan Svěrák,x
1558996,Melissa Yap-Stewart,x
1199632,Nikolai Volev,x
1723,Walter Hill,m
1090951,Taron Lexton,x
1692506,Christopher Dryhurst,x
227082,Victoria Dadi,f
1029825,Bryan Lefler,x
111389,Simon Sandquist,x
114758,Sanne Vogel,x
53120,James DeMonaco,m
98104,Julian Barratt,x
1605712,Sékou Ouedraogo,x
142617,Aleksei Popogrebsky,x
1196006,Monroe Mann,x
1052930,Jacob Kornbluth,x
1310568,John S. Rad,x
5655,Wes Anderson,m
1303596,Ville Salminen,x
4319,Stacy Peralta,m
93064,Michael G. Bartlett,x
1046586,Rafa Dengrá,x
55948,Alan Smithee,x
408353,Tia Lessin,x
1491090,Phillip Baribeau,x
1167462,Eric D. Chambers,x
35052,Tony Bui,x
606627,Franklin Gollings,x
1085093,William R. Kowalchuk Jr.,x
1109620,Sharon Bar-Ziv,x
58687,Scott J. Gill,m
1091507,Pirjo Honkasalo,x
23571,Tim Disney,m
1352901,Pierre Deschamps,x
4081,Stanley Kramer,m
65278,Sun Zhou,x
1586935,Steven Jetton,x
31119,Sylvain White,m
236360,Daming Chen,m
1600229,Ana Stulina,x
1099396,Gideon Koppel,x
24560,Marion Vernoux,f
18598,Ishirô Honda,x
40016,Angelina Maccarone,x
1239407,Drew Pearce,m
938944,Nozim To'laho'jayev,x
2523,Stuart Baird,m
88309,Julián Hernández,x
1069782,Ulrika Bengts,x
1198494,Erik Sharkey,x
1393897,Eve Spence,x
1354358,Jeff Etheridge,x
570136,Nada Pinter,x
965,Fernando Fernán Gómez,m
1740812,Esther Rambal,x
15002,Dean Parisot,m
1485786,Jørg M. Kundinger,x
590928,Paul McEvoy,x
80216,Howard Michael Gould,m
1463251,Stephen L. Holt,x
4634,Jasmila Zbanic,f
1012064,Víctor Gaviria,x
556913,Don Jones,m
1145456,Ryan Trecartin,x
87322,Aku Louhimies,f
103452,Henrique Goldman,x
56069,Thomas Durchschlag,x
110597,Åsleik Engmark,m
112280,Yoshihiro Nishimura,x
240375,Valentin Thurn,x
1733509,Janell Sammelman,x
1128550,Timothy Hines,m
1207591,Don Weeks,m
1191331,Donald Driver,x
1039349,Hitoshi Ohne,x
1458216,Jay Mason,x
296085,James Kirkwood,m
1248061,David Munro,x
21113,D.A. Pennebaker,m
1184450,Sut Jhally,x
51100,Gad Elmaleh,x
1430293,Phil Haine,x
104294,Alex Infascelli,x
8403,David Hare,m
195619,Sally George,x
105251,Severin Eskeland,x
1134194,Angelo Pannacciò,x
63088,Jason Todd Ipson,m
999760,Eran Creevy,x
24501,Pierre Richard,m
238560,Emmanuel Laurent,x
1039218,Devin Dehaven,x
18378,Herbert Ross,x
62721,Andrew Douglas,m
1088940,Penny Panayotopoulou,x
225055,Jack Neo,x
30099,Charles Barton,m
137098,Aleksei Muradov,x
1035306,Vincent Dieutre,x
190366,Molly Maguire,x
88832,Kyle Rankin,m
1230367,Mina Shum,x
84515,Katherine Brooks,f
209950,Lutz Hachmeister,m
550172,Vetrimaran,x
35968,Pierre-François Martin-Laval,x
1119959,Vasilis Georgiadis,x
11151,Nick Cassavetes,m
45595,I. Robert Levy,x
545730,Shozin Fukui,x
85915,Menachem Daum,x
1155667,Scott Andrew Robertson,x
1636905,Julio Quintana,x
148192,Alfonso Corona,x
113425,David Grubin,m
1088094,Ronnie Thompson,x
1075144,Sam Hoare,x
1066750,James M. Johnston,x
84712,Rachel Samuels,x
942251,Rachel Perkins,f
74638,Karen Moncrieff,f
75685,Phil Jones,x
19983,Sam Garbarski,m
87355,Mastan Alibhai Burmawalla,m
3754,Mel Ferrer,m
32427,W.S. Van Dyke,m
98967,William Hellfire,x
6159,Ron Howard,m
607,Zhang Yimou,m
1550593,Albert Xavier,x
1433975,Rick Minnich,x
78064,Adam Deacon,m
1572204,Simon Stadler,x
1047318,Paul Sen,x
1236458,Ronnie del Carmen,m
1361546,Kiah Roache-Turner,x
1555845,William H. Cannon,x
223824,Simeon Halligan,x
230166,Ivan Frank,m
1314787,Henry Bedwell,x
75297,Karan Monkhouse,x
1197416,Dean Matthew Ronalds,x
71042,Jay Levey,m
119725,Marcus Ovnell,x
1308941,Edith Becker,x
1345271,Milena Mihaylova,f
1108581,Leila Djansi,x
79132,Anna Reeves,x
1312999,Horace Hough,x
31312,Don Medford,m
137762,Robert Morgan,m
225974,Rob Gibbs,x
1741069,Tane Stange,x
52538,Luciano Vidigal,x
1400107,Marketa Tomanova,x
1461864,Lisa Cherewyk,x
1395138,Olivo Barbieri,x
1082911,Paul Sharits,m
974866,Mo Ogrodnik,x
1045486,Jean Painlevé,m
80752,Shinji Higuchi,m
1542503,Coby Turner,x
56956,Michael Cohn,m
1578651,Raymond Kirk,x
1556646,Indar Dzhendubaev,x
228272,Eddie Nicart,x
1038004,Alan Brown,x
118772,Abderrahmane Sissako,x
1056670,Clem Beauchamp,m
49949,Steve Binder,x
114653,Stephen Vidano,x
79193,Jack Ersgard,m
131608,Michael Henger,x
77964,Mike Barker,m
592759,Scott Colthorp,x
1209612,Julie Oppenheimer,f
1855808,Abigail L.S. Yardley,x
1380251,Niko Vodošek,x
1376951,Saurabh Kumar,x
1016172,Yong-ki Jeong ,x
61019,Harry Hook,m
11430,Jim Handley,x
1545737,Isao Numanami,x
99436,Chang Cheh,x
1048402,Bill Douglas,x
1545544,Karon May,x
1017712,George Schnéevoigt,x
120020,Giovanni Storti,m
1605311,Yoshirô Kawagashira,x
1288625,David Posamentier,x
1028435,Patrick Rea,x
206549,Scott Reynolds,m
1203326,Drew Taylor,x
178247,George Blair,m
19840,Alejandro Amenábar,m
68424,Michael Powell,m
145569,Joseph Guzman,x
28615,Éric Rohmer,m
1537178,Julio Sempere,x
1567534,Daniel Robbins,x
1457298,René Montis,x
1456995,Clément Cogitore,x
231341,Mikael Syrén,m
1049264,Alfonso Rodríguez,x
1745975,William Booker,x
1024182,Christel Tonnert,x
104021,Ricou Browning,m
227438,Stephen Anderson,x
1195583,Keiichi Kobayashi,x
227367,Milap Zaveri,x
109857,Thor Freudenthal,m
1511510,Holly Atchison,x
1245816,Michael Bakewell,x
5953,Spike Jonze,m
1288788,Charlie Lyne,x
20034,Pierre-William Glenn,m
4991,Royale Watkins,m
125426,Lee Eon-hee,f
1574182,Cinzia Rocco,x
1404824,Kara B. Still,x
1447459,Roberto Casale,x
96813,Maya Deren,f
1464565,Sid Sidman,x
6413,Danny Huston,m
24481,René Féret,x
4699,Steve Perry,m
144960,Leslie Iwerks,f
1180262,Michael Pfleghar,x
1263201,Swamy M. Kandan,x
1201925,Natalie Schwager,x
1840120,Kennedy Taylor,x
82953,Koretsugu Kurahara,x
1313516,Dave LaMattina,x
1355166,Naser Zera'ati,x
1083434,Joseph-Louis Mundwiller,m
1148665,Stephen Metcalfe,m
61243,Leon Capetanos,x
102429,Roger Corman,m
1728685,Derek Carter,x
87713,Neeraj Vora,x
104961,Walter Forde,m
73875,Toa Fraser,x
574068,Magdalena Piekorz,f
1322594,Riccardo Paoletti,x
63306,James Watkins,x
123969,William F. Claxton,m
1441753,Cosima Lohse,x
330657,Ace Cruz,x
133259,Arthur Hiller,m
945172,Mark Cowen,m
1342919,Richard Leacock,x
239443,Taiji Yabushita,x
228754,Alessandro Piva,x
115053,St. John Legh Clowes,x
1196156,Mariano Peralta,x
1534969,Allen Kupetsky,x
1436421,Olivia Mori,f
35266,Kevin Altieri,x
1549701,Jai Mehta,x
52304,Stephen Furst,m
28968,J. Searle Dawley,m
1276524,Yoshiko Sasaki,x
1305034,D. Djajakusuma,x
38193,Bernd Böhlich,x
108249,Peter Orton,x
81779,James Lipscomb,x
106679,Franz von Treuberg,m
233945,Bénédicte Galup,x
108344,Larry Williams,x
1138258,Alex Pitstra,x
239763,Osamu Yamazaki,x
400950,Andre van Heerden,m
57579,Don Roos,m
1899103,Richard Holahan,x
1686703,Mari-Lynn C. Evans,x
1316923,Hernán Guerschuny,x
1204271,Hazel Orencio,x
545368,Marjan Lammers,x
78106,Sara Barnes,x
27571,David Slade,m
206476,Mikkel Nørgaard,x
1336940,Park Sang-Joon,x
1286590,Richard W. King,x
62824,Gary J. Tunnicliffe,m
1239317,Mark Hall,x
1537833,Nancy Solomon,x
227875,John G. Young,x
1330046,Dermot Lavery,x
142041,Pierre Adidge,m
121588,Eric Lavaine,x
110922,Donald Wrye,m
76439,Rosser Goodman,x
936853,Kevin Speckmaier,x
40610,Michael Roesch,m
49785,Andreas Kleinert,m
1362219,Sean Hartofilis,x
119953,Gabe Ibáñez,x
1072336,Ray Ashley,x
1436340,Cyprien Vial,x
1376329,Kurt Barthel,x
5045,Dan O'Bannon,m
1840492,Pierre Ouellet,x
69759,Apichatpong Weerasethakul,m
142521,Jan Hryniak,x
182690,Matthew Thompson,m
1550526,Fiona Graham,x
55265,Jonathan Silverman,m
25735,Christian Duguay,m
103984,Joaquín Luis Romero Marchent,m
224653,Kazuo Kuroki,m
7187,Richard Donner,m
1076154,John Stewart,x
994255,Pasi Kemmo,x
235080,Nanouk Leopold,x
1532068,Cara Giallanza,x
1174924,Adam Rogers,x
1041188,Ian Merrick,x
39758,Martin Gypkens,m
106242,Nick Zedd,x
1148007,Joe Torillo,x
1074465,Jeffrey Kimball,x
1441555,Charlotte Purdy,x
1331052,Pierre Isoard,x
1542524,Eva Bergman,f
1698848,Steve Longi,x
4784,Laura Dern,f
380,Robert De Niro,m
1172571,Yusuf Khan,x
238628,Jim Hickey,x
20307,Joachim Rønning,x
1905240,Lucie Lichtig,x
35735,Nikhil Advani,x
1037308,Rory Kennedy,f
260646,Tom Shaw,m
236112,Keith Melton,m
137066,Tonino Ricci,m
964037,Issa López,f
96494,Richard Viktorov,x
1033654,Josephine Decker,x
1189782,Gunārs Piesis,m
1293597,No Deok,x
30422,Jack Smight,m
1827779,Shannon Hartman,x
1157584,Irvin Willat,x
1017185,Cruz Delgado,x
1640349,Janine Stover,x
84102,Don Hulette,m
56033,Enzo Barboni,x
27450,David Serrano,x
53304,Peter Lord,m
95846,Benita Brazier,f
1204065,Alexey Chupov,x
101377,Paul Bartel,m
15024,Andy Armstrong,x
139722,Derviş Zaim,x
1697625,Javier Clave,x
1167349,Jerry Aronson,m
980186,Glen Coburn,x
1102459,Gilbert Lukalia,x
98076,Leo Birinsky,x
1826999,Luciana Loschiavo,x
1207739,Chuck Mitsui,x
1585864,Sandra Scheucher,x
6201,Baz Luhrmann,m
1056316,Anton King,x
1117039,Paul Kelly,x
122671,Andrzej Saramonowicz,x
1616870,Melissa Randle,x
12477,Pierre David,m
123017,Ahn Byeong-ki,m
1659479,Julian Silberstein,x
191914,Keith Allen Burns,x
1424434,Ryan Miyamoto,x
86324,Nick Everhart,x
1411152,Forrest E. Johnston,x
139537,William Gazecki,x
21807,Billy Ray,m
57323,Piet De Rycker,x
1109913,Dick Zondag,m
35453,Pierre Morel,m
1814556,Ram Paul Silbey,x
1824501,Ryan Alan Dearth,x
556723,Valentino Orsini,x
1119418,Hugo Gélin,m
133331,Reginald Harkema,m
1400540,Sheila Waldron,f
120493,Pete Walker,m
930707,Colin Trevorrow,m
1456070,Georges Demenÿ,x
573546,Louis Debney,x
92695,Robin Steele,x
1426709,Esa Illi,x
974634,Roberto Gavaldón,m
224846,Jonathan Stack,x
1585242,Jonathan Yi,x
1098342,Prompop Lee,x
932715,Jay DiPietro,m
51417,Victor Vicas,x
38791,Sarah Robertson,f
230598,Emidio Greco,x
137567,Eva Ionesco,f
64158,David Benullo,m
113807,Rupert Murray,m
5066,Olivier Ducastel,x
220275,Mike Phillips,x
557383,Marc Meyers,m
1710169,Marton Jelinko,x
1072264,Hsi-chieh Lai,x
1747112,Mike Siebert,x
1276348,Peter Shaner,x
1389601,Deirdre Horgan,f
589230,Gabe Polsky,x
1509753,Alison Hunter,x
1387593,Nikolai Solovtsov,x
79063,Peter Hald,x
86715,Christian T. Petersen,x
1188732,Fabien Constant,x
402272,Anna Foerster,f
10702,Martin Campbell,m
80665,R. W. Goodwin,m
590724,Dave Mossop,x
1531396,Frank Parmenter,x
3484,Willis H. O'Brien,x
122740,Sergiu Nicolaescu,x
55257,Adam Arkin,m
31962,Gregg C. Tallas,x
182269,Eric Fogel,x
147310,Francisco J. Lombardi,x
9032,Bryan Singer,m
1220035,Moira Armstrong,x
1350348,Romain Basset,x
1134632,Richard Raaphorst,x
1461401,Benoît Le Pennec,x
228728,Shigeo Tanaka,x
1126222,Ikegami Kazunori,x
1037807,Christiane Cegavske,x
151211,Michael James Johnson,m
88939,Donald G. Jackson,x
110511,Ding Sheng,x
137467,Ben Wheatley,m
146600,Ignas Jonynas,x
578020,Jacqueline Parey,x
1317740,Rotimi Rainwater,x
1312220,Anne de Mare,x
1335497,Robert Malone,x
1088494,Peter Foldes,x
131295,Yee Chin-Yen,x
10439,Marshall Brickman,m
114269,Jack Couffer,m
37618,Andrew Dominik,m
1198256,Harriet Dodge,x
1415133,Patricia Joyes,x
1076066,Lowell Dean,x
1801526,J. Tom Archuleta,x
1317535,Serge Roullet,x
1038011,Brian Malone,m
1457647,Joe Ekers,x
1169869,Nick Sherman,x
71031,Michael Armstrong,m
126292,J.M. Kenny,x
1102370,L. Gustavo Cooper,x
98117,Matthew Jason Walsh,m
1305508,David Hinton,x
45030,Domenico Paolella,x
2589,Terry George,m
1538316,Jon Klaczkiewicz,x
102797,Robert Marcarelli,m
144299,Hobart Henley,x
52779,Ryan Murphy,m
1089742,Samvel Gasparov,x
95501,Yasujirō Ozu,x
1208018,Chet Brandenburg,m
105752,Benoît Mariage,m
13563,Norman Jewison,m
937024,Aimee Lagos,x
1272327,James E. Tooley,x
543592,Annette K. Olesen,x
1100748,Frant Gwo,x
1626259,Meg McLagan,x
646785,Kim Nguyen,m
1803610,Bela Fridman,x
66639,Michael Hofmann,m
1465044,Travis Collins,x
1810493,Dustin Harrison-Atlas,x
142951,Andrew Cull,m
66739,Jonathan Liebesman,x
1615258,Lorenzo E. Martinez,x
933164,Faruk Aksoy,x
1828070,Dana Zolli,x
24281,Vittorio Taviani,x
1585647,Betty Kaplan,f
39779,Peter Collinson,x
1031240,Laïla Marrakchi,x
138370,Léa Fazer,x
1332317,Aik Karapetian,x
80226,Frank Longo,m
44546,Joseph Manduke,m
1635797,Maja Storbekken,x
1159646,David Cholewa,x
932403,Fernando Pérez,x
132965,Michael Epstein,x
545229,David Weaver,m
17753,Lionel Barrymore,m
222095,Gavin Maxwell,x
153298,Roger Kay,m
1157579,Yevgeni Slavinsky,x
187720,Michael Knowles,m
1059013,Kenny Young,x
68093,Josh Lowell,x
9182,Marshall Herskovitz,m
103589,Arthur Crabtree,x
1283214,Whitney Horn,x
98389,Devin McGinn,m
144257,Marc Esposito,m
37561,Fernando Colomo,x
193390,Jon Matthews,x
563882,Craig Clyde,m
1513957,Lukas Bossuyt,x
589753,Dominic Murphy,m
54607,Bahman Ghobadi,m
32261,Scott Thomas,x
582498,Avadhoot Gupte,x
1101390,Ülo Pikkov,x
86519,Kareem Mortimer,m
1199328,Saxon Logan,x
29009,Ken Kwapis,x
1169788,Ric Esther Bienstock,x
39861,Marcus Mittermeier,m
1191348,Lauren Wolkstein,f
213199,Greg Francis,x
212907,Mikkel Serup,x
78751,Ashutosh Gowariker,m
1083912,Pierre Schwab,x
75919,Hal Haberman,x
16828,Chris Evans,m
1260422,Takis Vougiouklakis,m
1568635,Susanne Falck,x
1168125,Seth Kramer,x
1087383,Johan van der Keuken,m
15892,Dan Fogelman,m
93410,Meir Zarchi,m
1377281,Gulmira Karchalova,x
550699,Daniel G. Karslake ,x
52392,Rocko Schamoni,m
30870,Dave Payne,m
1460751,Lesley King,x
1021564,Okihiro Yoneda,x
82839,Henry Alex Rubin,x
1562007,Will Allen,x
1071946,Ernesto Daranas,m
110828,Christopher Kenneally,x
1249974,Koji Masunari,x
149885,Brendan Toller,x
1545730,Toyotomi Sano,x
1043860,María Novaro,x
1536607,Malgorzata Jaworska,x
17649,Alexander Witt,m
100985,Edward Dein,m
1529435,Dolph Zimmer,x
22036,D.J. Webster,x
16812,Cyrill Boss,m
582363,Masahiro Maeda,x
1454563,Aaron Hann,x
86195,Peter Merwin,x
506356,Matthew Bate,x
15519,David Kyle,x
548594,Nopporn Watin,x
15557,Bill Condon,m
1297764,Julien Bocabeille,x
1412808,Chris Graham,x
142267,Robert Barrett,x
16296,Ronald M. Bozman,m
1014879,Chistopher Hines,x
117856,Robert J. Anderson,m
545668,Louis Daquin,x
71710,Straw Weisman,x
1633460,Brad Robinson,x
114636,Shyam Benegal,m
1057579,Tatsuya Nagamine,x
54804,J. Christian Ingvordsen,m
1056323,Minoru Kanaya,x
1201510,Antonio Zavala Kugler,x
1610168,Malgorzata Roszkowska,x
59438,Mark Joffe,m
